UniProt	GeneID	Gene Name	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
A0A087WT03		TRAV26-1		FALSE	FALSE	FALSE	TRUE	0
A0A087WV62		TRBV16		FALSE	FALSE	FALSE	TRUE	0
A0A087WVF3	101060389	TBC1D3D		FALSE	FALSE	FALSE	TRUE	0
A0A087WW87		IGKV2-40		FALSE	FALSE	FALSE	TRUE	0
A0A087WXS9	102724862	TBC1D3I		FALSE	FALSE	FALSE	TRUE	0
A0A087X0M5		TRBV18		FALSE	FALSE	FALSE	TRUE	0
A0A087X179	102723859	TBC1D3E		FALSE	FALSE	FALSE	TRUE	0
A0A087X1G2	101060351	TBC1D3K		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MRZ7		IGKV2D-26		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MRZ8		IGKV3D-11		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MRZ9		IGLV5-52		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MS00		IGLV3-32		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MS14		IGHV1-45		FALSE	FALSE	TRUE	TRUE	1
A0A0A0MS15		IGHV3-49		FALSE	FALSE	TRUE	TRUE	1
A0A0A0MT36		IGKV6D-21		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MT70		TRBJ2-6		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MT76		IGLJ1		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MT78		TRBJ2-7		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MT87		TRBJ2-4		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MT89		IGKJ1		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MT94		TRBJ2-2		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MTA4		TRBJ2-5		FALSE	FALSE	FALSE	TRUE	0
A0A0A0MTA7		TRBJ2-1		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYC5		TRAV14DV4		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYD4		TRBV13		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYG2		TRBV6-6		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYG3		TRBV6-8		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYJ7		TRAV8-3		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYK1		TRAV8-1		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYK6		TRAV16		FALSE	FALSE	FALSE	TRUE	0
A0A0A6YYK7		TRAV19		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J1U3		IGLV1-36		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J1U4		TRGV5		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1U6		TRBV9		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J1U7		IGHV6-1		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1V0		IGHV3-15		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1V1		IGHV3-21		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1V2		IGHV2-26		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1V6		IGHV3-73		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1V7		IGHV7-81		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1X5		IGHV3-74		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1X8		IGHV3-43		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1Y8		IGLV9-49		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J1Y9		IGHV3-72		FALSE	FALSE	TRUE	TRUE	1
A0A0B4J1Z2		IGKV1D-43		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J200		TRBJ2-3		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J234		TRAV2		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J235		TRAV13-2		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J237		TRAV8-2		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J238		TRAV1-2		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J240		TRAV10		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J241		TRAV13-1		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J244		TRAV3		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J245		TRAV12-1		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J248		TRAV1-1		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J249		TRAV5		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J262		TRAV8-6		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J263		TRAV39		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J264		TRAV38-1		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J265		TRAV26-2		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J266		TRAV41		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J268		TRAV4		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J271		TRAV12-3		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J272		TRAV24		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J273		TRAV34		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J274		TRAV20		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J275		TRAV17		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J276		TRAV25		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J277		TRAV22		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J279		TRAV21		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J280		TRAV40		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J2D9		IGKV1D-13		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J2E0		TRBV12-4		FALSE	FALSE	FALSE	TRUE	0
A0A0B4J2H0		IGHV1-69D		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH24		IGKV6-21		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH25		IGKV3D-20		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH26		IGKV6D-41		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH27		TRGV8		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH28		TRGV4		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH29		IGHV1-3		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH30		IGHV3-16		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH31		IGHV1-18		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH32		IGHV3-20		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH33		IGHV1-24		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH34		IGHV4-28		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH35		IGHV3-35		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH36		IGHV3-38		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH38		IGHV5-51		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH39		IGHV1-58		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH41		IGHV4-61		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH42		IGHV3-66		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH43		IGHV2-70D		FALSE	FALSE	TRUE	TRUE	1
A0A0C4DH55		IGKV3D-7		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH59		TRBV5-4		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH62		IGHJ1		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH67		IGKV1-8		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH68		IGKV2-24		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH69		IGKV1-9		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH72		IGKV1-6		FALSE	FALSE	FALSE	TRUE	0
A0A0C4DH73		IGKV1-12		FALSE	FALSE	FALSE	TRUE	0
A0A0G2JMI3		IGHV1-69-2		FALSE	FALSE	TRUE	TRUE	1
A0A0G2JS06		IGLV5-39		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YVY3		IGHV7-4-1		FALSE	FALSE	TRUE	TRUE	1
A0A0J9YWP8		TRBJ1-3		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YWX3		TRBJ1-6		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YX06		TRBJ1-2		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YX35		IGHV3-64D		FALSE	FALSE	TRUE	TRUE	1
A0A0J9YX75		TRBV6-9		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YXA8		TRBJ1-1		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YXG5		TRBJ1-4		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YXM7		TRBJ1-5		FALSE	FALSE	FALSE	TRUE	0
A0A0J9YXX1		IGHV5-10-1		FALSE	FALSE	TRUE	TRUE	1
A0A0J9YXY3		TRBV6-2		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1A3		TRBV10-1		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1A5		TRBV6-5		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1B3		TRBV30		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1C0		TRBV11-1		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1C4		TRBV27		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1D8		TRBV6-1		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1E9		TRBV7-7		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1G6		TRBV10-3		FALSE	FALSE	FALSE	TRUE	0
A0A0K0K1G8		TRBV10-2		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GTQ4	101929726	MYMX		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GW35		EXOC1L		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GX31		TRBV7-6		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GX49		TRBV6-4		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GX51		TRBV7-8		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GX56		TRDV1		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GX68		TRBV2		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GX78		TRBV12-5		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GX95		TRBV7-4		FALSE	FALSE	FALSE	TRUE	0
A0A1B0GXF2		TRBV7-2		FALSE	FALSE	FALSE	TRUE	0
A0A1W2PPG7		GNG14		FALSE	FALSE	FALSE	TRUE	0
A0A539		TRBV4-2		FALSE	FALSE	FALSE	TRUE	0
A0A576		TRBV3-1		FALSE	FALSE	FALSE	TRUE	0
A0A577		TRBV4-1		FALSE	FALSE	FALSE	TRUE	0
A0A578		TRBV5-1		FALSE	FALSE	FALSE	TRUE	0
A0A584		TRBV11-2		FALSE	FALSE	FALSE	TRUE	0
A0A589		TRBV4-3		FALSE	FALSE	FALSE	TRUE	0
A0A597		TRBV5-5		FALSE	FALSE	FALSE	TRUE	0
A0A599		TRBV5-6		FALSE	FALSE	FALSE	TRUE	0
A0A5A2		TRBV5-8		FALSE	FALSE	FALSE	TRUE	0
A0A5A6		TRBV11-3		FALSE	FALSE	FALSE	TRUE	0
A0A5B0		TRBV14		FALSE	FALSE	FALSE	TRUE	0
A0A5B6		TRBV28		FALSE	FALSE	FALSE	TRUE	0
A0A5B7		TRBV29-1		FALSE	FALSE	FALSE	TRUE	0
A0A5B9		TRBC2		FALSE	FALSE	TRUE	TRUE	1
A0AV02	84561	SLC12A8		TRUE	FALSE	FALSE	FALSE	1
A0AVI2	90342	FER1L5		FALSE	FALSE	FALSE	TRUE	0
A0FGR8	57488	ESYT2		FALSE	TRUE	FALSE	TRUE	1
A0FGR9	83850	ESYT3		TRUE	TRUE	FALSE	TRUE	2
A0JD32		TRAV38-2DV8		FALSE	FALSE	FALSE	TRUE	0
A0JD36		TRDV2		FALSE	FALSE	FALSE	TRUE	0
A0JD37		TRDV3		FALSE	FALSE	FALSE	TRUE	0
A0M8Q6		IGLC7		FALSE	FALSE	TRUE	TRUE	1
A0PG75	389158	PLSCR5		FALSE	FALSE	FALSE	TRUE	0
A0PJK1	125206	SLC5A10		TRUE	FALSE	FALSE	TRUE	1
A0PK11	645104	CLRN2		TRUE	FALSE	FALSE	FALSE	1
A0ZSE6		TMEM30CP		TRUE	FALSE	FALSE	TRUE	1
A1A4S6	79658	ARHGAP10		FALSE	TRUE	FALSE	TRUE	1
A1A4Y4	345611	IRGM		FALSE	FALSE	FALSE	TRUE	0
A1A5B4	338440	ANO9	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
A1A5C7	63027	SLC22A23	2 - putative	TRUE	FALSE	FALSE	FALSE	2
A1KXE4	130074	FAM168B		FALSE	FALSE	FALSE	TRUE	0
A1L157	441631	TSPAN11		TRUE	FALSE	FALSE	TRUE	1
A1L167	134111	UBE2QL1		FALSE	FALSE	FALSE	TRUE	0
A2CJ06	391475	DYTN		FALSE	FALSE	FALSE	TRUE	0
A2IDD5	124093	CCDC78		FALSE	FALSE	FALSE	TRUE	0
A2NJV5		IGKV2-29		FALSE	FALSE	FALSE	TRUE	0
A2RRL7	155006	TMEM213		TRUE	FALSE	FALSE	FALSE	1
A2RU67	57613	FAM234B	2 - putative	FALSE	FALSE	FALSE	FALSE	1
A2VDJ0	23240	TMEM131L	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
A3KFT3	127059	OR2M5		TRUE	FALSE	FALSE	TRUE	1
A4D0S4	22798	LAMB4		FALSE	TRUE	FALSE	FALSE	1
A4D1S5	401409	RAB19		FALSE	FALSE	FALSE	TRUE	0
A4D2G3	392138	OR2A25		TRUE	FALSE	FALSE	TRUE	1
A4D2P6	392862	GRID2IP		FALSE	FALSE	FALSE	TRUE	0
A4FU49	79729	SH3D21		FALSE	FALSE	FALSE	TRUE	0
A4IF30	341880	SLC35F4		TRUE	FALSE	FALSE	FALSE	1
A4QPB2	91355	LRP5L		FALSE	FALSE	FALSE	TRUE	0
A4QPH2		PI4KAP2		FALSE	FALSE	FALSE	TRUE	0
A5PKW4	5662	PSD		FALSE	FALSE	FALSE	TRUE	0
A5X5Y0	285242	HTR3E		TRUE	FALSE	FALSE	TRUE	1
A6BM72	84465	MEGF11		TRUE	FALSE	FALSE	TRUE	1
A6H8M9	389118	CDHR4		TRUE	FALSE	FALSE	TRUE	1
A6NC51	284417	TMEM150B		TRUE	FALSE	FALSE	TRUE	1
A6NCV1	254783	OR6C74		TRUE	FALSE	FALSE	TRUE	1
A6ND01	390243	IZUMO1R		TRUE	TRUE	TRUE	TRUE	3
A6ND48	401994	OR14I1		TRUE	FALSE	FALSE	TRUE	1
A6NDA9	340745	LRIT2		TRUE	FALSE	FALSE	FALSE	1
A6NDB9	342979	PALM3		FALSE	FALSE	FALSE	TRUE	0
A6NDH6	403274	OR5H15		TRUE	FALSE	FALSE	TRUE	1
A6NDL8	403284	OR6C68		TRUE	FALSE	FALSE	TRUE	1
A6NDP7	255275	MYADML2		TRUE	FALSE	FALSE	FALSE	1
A6NDS4	414059	TBC1D3B		FALSE	FALSE	FALSE	TRUE	0
A6NDV4	51754	TMEM8B		TRUE	TRUE	TRUE	TRUE	3
A6NE02	388419	BTBD17		FALSE	FALSE	FALSE	TRUE	0
A6NED2	91433	RCCD1		FALSE	FALSE	FALSE	TRUE	0
A6NER0	84218	TBC1D3F		FALSE	FALSE	FALSE	TRUE	0
A6NET4	403277	OR5K3		TRUE	FALSE	FALSE	TRUE	1
A6NF34	195977	ANTXRL		TRUE	FALSE	TRUE	TRUE	2
A6NF89	283365	OR6C6		TRUE	FALSE	FALSE	TRUE	1
A6NFA1	388630	TRABD2B		TRUE	FALSE	FALSE	TRUE	1
A6NFC5	283999	TMEM235		TRUE	FALSE	FALSE	TRUE	1
A6NFC9	441932	OR2W5		FALSE	FALSE	FALSE	TRUE	0
A6NFQ2	285966	TCAF2		FALSE	FALSE	FALSE	TRUE	0
A6NFX1	388931	MFSD2B		TRUE	FALSE	FALSE	TRUE	1
A6NGA9	338949	TMEM202		FALSE	FALSE	FALSE	TRUE	0
A6NGC4	727910	TLCD2		FALSE	FALSE	FALSE	TRUE	0
A6NGN9	402665	IGLON5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
A6NGU5		GGT3P	3 - unspecific	TRUE	FALSE	FALSE	TRUE	2
A6NGW2		STRCP1		FALSE	FALSE	TRUE	FALSE	1
A6NGY5		OR51F1		TRUE	FALSE	FALSE	TRUE	1
A6NGZ8	100132963	SMIM9		FALSE	FALSE	FALSE	TRUE	0
A6NH00	343172	OR2T8		TRUE	FALSE	FALSE	TRUE	1
A6NH21	619189	SERINC4		TRUE	FALSE	FALSE	FALSE	1
A6NHA9	119749	OR4C46		TRUE	FALSE	FALSE	TRUE	1
A6NHG9	403273	OR5H14		TRUE	FALSE	FALSE	TRUE	1
A6NHS7	100287284	MANSC4		TRUE	FALSE	FALSE	FALSE	1
A6NI61	389827	MYMK		FALSE	FALSE	FALSE	TRUE	0
A6NI72		NCF1B		FALSE	FALSE	FALSE	TRUE	0
A6NI73	353514	LILRA5	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
A6NIJ9	390327	OR6C70		TRUE	FALSE	FALSE	TRUE	1
A6NIM6	729025	SLC15A5		TRUE	FALSE	FALSE	FALSE	1
A6NJW9		CD8B2		TRUE	FALSE	TRUE	TRUE	2
A6NJZ3	403282	OR6C65		TRUE	FALSE	FALSE	TRUE	1
A6NK97		SLC22A20P		TRUE	FALSE	FALSE	FALSE	1
A6NKB5	80003	PCNX2		TRUE	FALSE	FALSE	FALSE	1
A6NKF7	643965	TMEM88B		FALSE	FALSE	FALSE	TRUE	0
A6NKK0	26341	OR5H1		TRUE	FALSE	FALSE	TRUE	1
A6NKL6	645369	TMEM200C	2 - putative	FALSE	FALSE	FALSE	FALSE	1
A6NL08	390323	OR6C75		TRUE	FALSE	FALSE	TRUE	1
A6NL26	219968	OR5B21		TRUE	FALSE	FALSE	TRUE	1
A6NL88	729956	SHISA7		TRUE	FALSE	FALSE	TRUE	1
A6NLE4	644994	SMIM23		FALSE	FALSE	FALSE	TRUE	0
A6NM03	338755	OR2AG2		TRUE	FALSE	FALSE	TRUE	1
A6NM11	474170	LRRC37A2		TRUE	FALSE	FALSE	FALSE	1
A6NM45	100132463	CLDN24		TRUE	FALSE	FALSE	TRUE	1
A6NM76	390326	OR6C76		TRUE	FALSE	FALSE	TRUE	1
A6NMB1		SIGLEC16		TRUE	FALSE	FALSE	TRUE	1
A6NMD0	402778	IFITM10		FALSE	FALSE	FALSE	TRUE	0
A6NMS3	403278	OR5K4		TRUE	FALSE	FALSE	TRUE	1
A6NMS7	9884	LRRC37A		TRUE	FALSE	FALSE	FALSE	1
A6NMU1		OR52A4P		TRUE	FALSE	FALSE	TRUE	1
A6NMY6		ANXA2P2		FALSE	FALSE	FALSE	TRUE	0
A6NMZ5		OR4C45		TRUE	FALSE	FALSE	TRUE	1
A6NMZ7	131873	COL6A6	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
A6NN92		GJE1		FALSE	FALSE	FALSE	TRUE	0
A6NNB3	387733	IFITM5		FALSE	FALSE	FALSE	TRUE	0
A6NND4	341152	OR2AT4		TRUE	FALSE	FALSE	TRUE	1
A6NNN8	146167	SLC38A8		TRUE	FALSE	FALSE	FALSE	1
A6PVL3	148930	KNCN		FALSE	FALSE	FALSE	TRUE	0
A7KAX9	9743	ARHGAP32		FALSE	TRUE	FALSE	FALSE	1
A7MBM2	85455	DISP2	2 - putative	TRUE	FALSE	FALSE	TRUE	2
A8K4G0	124599	CD300LB		FALSE	FALSE	FALSE	TRUE	0
A8K5M9	643338	C15orf62		FALSE	FALSE	FALSE	TRUE	0
A8K7I4	1179	CLCA1		FALSE	FALSE	FALSE	TRUE	0
A8K855	84455	EFCAB7		FALSE	FALSE	FALSE	TRUE	0
A8MPY1	200959	GABRR3		TRUE	FALSE	FALSE	TRUE	1
A8MTJ3	346562	GNAT3		FALSE	FALSE	FALSE	TRUE	0
A8MUP6	644070	GSG1L2		TRUE	FALSE	FALSE	TRUE	1
A8MVS5	255809	HIDE1		TRUE	FALSE	FALSE	FALSE	1
A8MVU1		NCF1C		FALSE	FALSE	FALSE	TRUE	0
A8MVW0	284069	FAM171A2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
A8MVW5	253012	HEPACAM2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
A8MVZ5		BTNL10		TRUE	FALSE	TRUE	TRUE	2
A8MWY0	222223	ELAPOR2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
A8MXK1	387804	VSTM5		TRUE	FALSE	FALSE	TRUE	1
A8MYU2	157855	KCNU1		FALSE	FALSE	FALSE	TRUE	0
A8MZ36	645027	EVPLL		FALSE	FALSE	FALSE	TRUE	0
A8TX70	256076	COL6A5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
B0FP48	100134938	UPK3BL1		TRUE	FALSE	FALSE	FALSE	1
B0I1T2	64005	MYO1G		FALSE	FALSE	FALSE	TRUE	0
B1AL88	728215	FAM155A		FALSE	FALSE	FALSE	TRUE	0
B2RN74	440153	OR11H12		TRUE	FALSE	FALSE	TRUE	1
B2RUY7	402117	VWC2L		FALSE	FALSE	FALSE	TRUE	0
B2RUZ4	388588	SMIM1		FALSE	FALSE	TRUE	TRUE	1
B2RXF5	100128927	ZBTB42		FALSE	FALSE	FALSE	TRUE	0
B3SHH9	283953	TMEM114		TRUE	FALSE	FALSE	TRUE	1
B4DS77	729993	SHISA9		TRUE	FALSE	FALSE	TRUE	1
B6A8C7	441864	TARM1		TRUE	FALSE	FALSE	TRUE	1
B6SEH8	147664	ERVV-1		TRUE	FALSE	FALSE	FALSE	1
B6SEH9	100271846	ERVV-2		TRUE	FALSE	FALSE	FALSE	1
B7U540	100134444	KCNJ18		FALSE	FALSE	FALSE	TRUE	0
B7Z8K6		TRDC		FALSE	FALSE	TRUE	TRUE	1
B8ZZ34	440829	SHISA8		TRUE	FALSE	FALSE	TRUE	1
B9A064	100423062	IGLL5		FALSE	FALSE	TRUE	TRUE	1
B9A6J9	101060376	TBC1D3L		FALSE	FALSE	FALSE	TRUE	0
B9EJG8	441027	TMEM150C		FALSE	FALSE	FALSE	TRUE	0
C9J069	389813	AJM1		FALSE	FALSE	FALSE	TRUE	0
C9J798		RASA4B		FALSE	FALSE	FALSE	TRUE	0
C9JDP6	644672	CLDN25		FALSE	FALSE	FALSE	TRUE	0
D3W0D1	100431172	KLRF2		TRUE	FALSE	FALSE	TRUE	1
E2RYF6	100507679	MUC22		TRUE	FALSE	FALSE	FALSE	1
F2Z333	643988	FNDC10		TRUE	FALSE	FALSE	FALSE	1
F5H4A9	401097	C3orf80		TRUE	FALSE	FALSE	FALSE	1
G3V0H7	338821	SLCO1B7		TRUE	FALSE	FALSE	TRUE	1
H3BQJ8		LY6L		FALSE	FALSE	FALSE	TRUE	0
H3BS89	100507421	TMEM178B		TRUE	FALSE	FALSE	FALSE	1
H7C241	100288814	CLDN34		FALSE	FALSE	FALSE	TRUE	0
I3L273	100507003	GFY		TRUE	FALSE	FALSE	FALSE	1
O00116	8540	AGPS	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O00141	6446	SGK1		FALSE	FALSE	FALSE	TRUE	0
O00144	8326	FZD9		TRUE	TRUE	TRUE	TRUE	3
O00155	2848	GPR25		TRUE	FALSE	FALSE	TRUE	1
