Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
CACNA1E	A0A1D5Q7C3	718092	FALSE	TRUE	777	CACNA1E	Q15878		FALSE	TRUE	FALSE	TRUE	1	2
CNOT2	A0A1D5Q7D4;F7BE69	718501	FALSE	TRUE	4848	CNOT2	Q9NZN8		FALSE	FALSE	FALSE	TRUE	0	2
ADRA2A	A0A1D5Q7E9	695684	FALSE	TRUE	150	ADRA2A	P08913	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SLC10A5	A0A1D5Q7H5	702080	FALSE	FALSE	347051	SLC10A5	Q5PT55		TRUE	FALSE	FALSE	FALSE	1	0
HCLS1	A0A1D5Q7U6;F7FS66	714044	FALSE	TRUE	3059	HCLS1	P14317		FALSE	FALSE	FALSE	TRUE	0	2
OR5M9	A0A1D5Q7Y2	705878	FALSE	TRUE	390162	OR5M9	Q8NGP3		TRUE	FALSE	FALSE	TRUE	1	2
ADCY8	A0A1D5Q874;A0A5F8A0A4;F6YPV1	695792	FALSE	TRUE	114	ADCY8	P40145		FALSE	FALSE	FALSE	TRUE	0	2
STRN3	A0A1D5Q8D3;A0A1D5QRZ9;F7C5N3;F7C5Q4	717081	FALSE	TRUE	29966	STRN3	Q13033		FALSE	FALSE	FALSE	TRUE	0	2
MTFR1	A0A1D5Q8K2;F6WPS9	711143	FALSE	TRUE	9650	MTFR1	Q15390		FALSE	FALSE	FALSE	TRUE	0	2
ANGPTL3	A0A1D5Q8V4	695499	FALSE	FALSE	27329	ANGPTL3	Q9Y5C1		FALSE	FALSE	TRUE	FALSE	1	0
RNPEP	A0A1D5Q912	706696	FALSE	TRUE	6051	RNPEP	Q9H4A4		FALSE	TRUE	FALSE	TRUE	1	2
ANGPTL2	A0A1D5Q9C0	701444	FALSE	FALSE	23452	ANGPTL2	Q9UKU9	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
BRAF	A0A1D5Q9W4;A0A5F8A7V3	693554	FALSE	TRUE	673	BRAF	P15056		FALSE	FALSE	FALSE	TRUE	0	2
MARVELD2	A0A1D5QAA3	700370	FALSE	TRUE	153562	MARVELD2	Q8N4S9		FALSE	FALSE	FALSE	TRUE	0	2
SLC35G1	A0A1D5QAM4	700750	FALSE	TRUE	159371	SLC35G1	Q2M3R5		FALSE	FALSE	FALSE	TRUE	0	2
PCDH9	A0A1D5QAN4;F6WDU0;F6WDU9	677696	FALSE	TRUE	5101	PCDH9	Q9HC56	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
RRAS2	A0A1D5QAR1	699700	FALSE	TRUE	22800	RRAS2	P62070		FALSE	FALSE	FALSE	TRUE	0	2
ABCC5	A0A1D5QAR3;A0A5F8A7D1;H9FND4	704326	FALSE	TRUE	10057	ABCC5	O15440	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
AP1S2	A0A1D5QAR5;H9EPJ6;H9G1E5	713244	FALSE	FALSE	8905	AP1S2	P56377		FALSE	TRUE	FALSE	FALSE	1	0
BDNF	A0A1D5QAT2;F7F914	701245	FALSE	FALSE	627	BDNF	P23560	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
DDX50	A0A1D5QBU0;F6SQG1	712511	FALSE	TRUE	79009	DDX50	Q9BQ39		FALSE	FALSE	FALSE	TRUE	0	2
MTSS1	A0A1D5QC61;F6S5G4;F6SBP5;F6SBT8	711465	FALSE	FALSE	9788	MTSS1	O43312		FALSE	TRUE	FALSE	FALSE	1	0
OLFM2	A0A1D5QCB9;F6U4R3	711336	FALSE	TRUE	93145	OLFM2	O95897		FALSE	FALSE	FALSE	TRUE	0	2
ADCYAP1R1	A0A1D5QCN0;A0A1D5QU32	695483	FALSE	FALSE	117	ADCYAP1R1	P41586		TRUE	FALSE	TRUE	TRUE	2	1
EFNA3	A0A1D5QCP5;I2CYI5	717373	FALSE	FALSE	1944	EFNA3	P52797		TRUE	FALSE	FALSE	TRUE	1	1
CACNB4	A0A1D5QD77;A0A1D5QRN7;F7B1R4;F7B1S0	695172	FALSE	TRUE	785	CACNB4	O00305		FALSE	FALSE	FALSE	TRUE	0	2
CXADR	A0A1D5QDK0	716409	FALSE	FALSE	1525	CXADR	P78310	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
IL7R	A0A1D5QDM4	699869	TRUE	TRUE	3575	IL7R	P16871	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
CLPTM1	A0A1D5QEJ8;H9H2U3	718306	TRUE	TRUE	1209	CLPTM1	O96005	2 - putative	FALSE	TRUE	TRUE	TRUE	4	2
EPHB1	A0A1D5QF63	717211	FALSE	TRUE	2047	EPHB1	P54762	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
RTBDN	A0A1D5QFI7	716766	FALSE	FALSE	83546	RTBDN	Q9BSG5		FALSE	FALSE	TRUE	TRUE	1	1
NECTIN3	A0A1D5QFJ5	706731	FALSE	TRUE	25945	NECTIN3	Q9NQS3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
KCNH8	A0A1D5QFS6	697225	FALSE	TRUE	131096	KCNH8	Q96L42		FALSE	FALSE	FALSE	TRUE	0	2
USP14	A0A1D5QG07;F7AFL1	698087	TRUE	FALSE	9097	USP14	P54578		FALSE	TRUE	TRUE	TRUE	3	1
LRRC8B	A0A1D5QGF5	100430724	FALSE	TRUE	23507	LRRC8B	Q6P9F7	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
TMEM248	A0A1D5QGK0	695654	FALSE	FALSE	55069	TMEM248	Q9NWD8	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
HDAC11	A0A1D5QGQ7;F7D6G8;F7HB86	693537	FALSE	TRUE	79885	HDAC11	Q96DB2		FALSE	FALSE	FALSE	TRUE	0	2
WDFY3	A0A1D5QGT9	706535	FALSE	TRUE	23001	WDFY3	Q8IZQ1		FALSE	FALSE	FALSE	TRUE	0	2
SLC19A1	A0A1D5QH58	721917	FALSE	TRUE	6573	SLC19A1	P41440	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
PLXNC1	A0A1D5QHF5;F7E0G3	711320	FALSE	TRUE	10154	PLXNC1	O60486	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SRGAP2	A0A1D5QHY4;A0A5F8AAT0;G7MER6	695724	FALSE	TRUE	23380	SRGAP2	O75044		FALSE	FALSE	FALSE	TRUE	0	2
MCTS1	A0A1D5QIT9;H9EQ13	696543	FALSE	TRUE	28985	MCTS1	Q9ULC4		FALSE	FALSE	FALSE	TRUE	0	2
GJB3	A0A1D5QJ31	710834	FALSE	TRUE	2707	GJB3	O75712		TRUE	TRUE	FALSE	TRUE	2	2
CD300LG	A0A1D5QJD5	100427283	FALSE	FALSE	146894	CD300LG	Q6UXG3		TRUE	FALSE	FALSE	TRUE	1	1
CHRNA6	A0A1D5QJI6	705725	FALSE	TRUE	8973	CHRNA6	Q15825		TRUE	FALSE	FALSE	TRUE	1	2
F5	A0A1D5QJP4	704695	FALSE	FALSE	2153	F5	P12259	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
GLA	A0A1D5QJU3	703129	FALSE	FALSE	2717	GLA	P06280	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
ALOX5	A0A1D5QJX2	707926	FALSE	TRUE	240				FALSE	FALSE	FALSE	FALSE	0	1
SEC24B	A0A1D5QK29	697241	FALSE	FALSE	10427	SEC24B	O95487		FALSE	TRUE	FALSE	FALSE	1	0
OR4E2	A0A1D5QK77	708887	FALSE	TRUE	26686				FALSE	FALSE	FALSE	FALSE	0	1
SLCO1C1	A0A1D5QL08	704740	FALSE	TRUE	53919	SLCO1C1	Q9NYB5		TRUE	FALSE	FALSE	TRUE	1	2
NTNG1	A0A1D5QLF9;A0A1D5QRK2;F7GYH3;G7MIC2	694410	FALSE	TRUE	22854	NTNG1	Q9Y2I2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
TM4SF4	A0A1D5QM45	711653	FALSE	FALSE	7104	TM4SF4	P48230		TRUE	FALSE	FALSE	FALSE	1	0
SNAP91	A0A1D5QM96;F6VKT2	695216	FALSE	TRUE	9892	SNAP91	O60641		FALSE	FALSE	FALSE	TRUE	0	2
EPB41L5	A0A1D5QMD7;F7D3R4	700409	FALSE	TRUE	57669	EPB41L5	Q9HCM4		FALSE	FALSE	FALSE	TRUE	0	2
FAM234B	A0A1D5QML4	698063	FALSE	FALSE	57613	FAM234B	A2RU67	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
ADGRG7	A0A1D5QMM0	700839	FALSE	TRUE	84873	ADGRG7	Q96K78		TRUE	FALSE	FALSE	TRUE	1	2
SLC14A1	A0A1D5QMW3;F7GPB9	695193	FALSE	TRUE	6563	SLC14A1	Q13336	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
KLHDC8B	A0A1D5QNB8	707348	FALSE	TRUE	200942	KLHDC8B	Q8IXV7		FALSE	FALSE	FALSE	TRUE	0	2
DSE	A0A1D5QNX8;A0A5F8AUJ6	715967;716054	FALSE	TRUE	441168;29940	CALHM6	Q5R3K3		FALSE	FALSE	FALSE	TRUE	0	2
EQTN	A0A1D5QP05	707334	FALSE	TRUE	54586	EQTN	Q9NQ60		TRUE	FALSE	FALSE	TRUE	1	2
SEMA4F	A0A1D5QP56;F7DBA4	710297	FALSE	TRUE	10505	SEMA4F	O95754	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
LTBR	A0A1D5QP89;F6V995	712550	FALSE	FALSE	4055	LTBR	P36941	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
HSD17B2	A0A1D5QPG5	714282	FALSE	FALSE	3294	HSD17B2	P37059	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
SHROOM4	A0A1D5QPG7	694677	FALSE	TRUE	57477	SHROOM4	Q9ULL8		FALSE	FALSE	FALSE	TRUE	0	2
SELE	A0A1D5QPQ4	701538	FALSE	TRUE	6401	SELE	P16581		TRUE	TRUE	FALSE	TRUE	2	2
GPM6A	A0A1D5QPT8;G7MSC2	698488	FALSE	FALSE	2823	GPM6A	P51674		TRUE	TRUE	FALSE	TRUE	2	1
PIP5K1A	A0A1D5QPX6;I0FVK3	710007	FALSE	TRUE	8394	PIP5K1A	Q99755		FALSE	FALSE	FALSE	TRUE	0	2
HAPLN4	A0A1D5QQ66	719748	FALSE	FALSE	404037	HAPLN4	Q86UW8		FALSE	TRUE	FALSE	FALSE	1	0
TNFSF4	A0A1D5QQH7	706255	TRUE	FALSE	7292	TNFSF4	P23510		TRUE	TRUE	TRUE	TRUE	4	1
ADCY7	A0A1D5QQN7	694730	FALSE	TRUE	113	ADCY7	P51828	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
SLC4A2	A0A1D5QQT7;G7MNG7	713966	FALSE	FALSE	6522	SLC4A2	P04920	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
EEF2	A0A1D5QQX5	721806	FALSE	TRUE	1938	EEF2	P13639		FALSE	FALSE	FALSE	TRUE	0	2
SLC38A11	A0A1D5QR53;A0A1D5RHK5;F7AM69	703062	FALSE	FALSE	151258	SLC38A11	Q08AI6		TRUE	FALSE	FALSE	FALSE	1	0
CD44	A0A1D5QRB0;F6ZDZ8;H9Z063	717204	TRUE	TRUE	960	CD44	P16070	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
YTHDF2	A0A1D5QRD2;F7HEV7	717225;717256	FALSE	TRUE	51441;4985	OPRD1	P41143		TRUE	FALSE	FALSE	TRUE	1	2
KIF21A	A0A1D5QRV6;A0A1D5RF26;A0A5F8A1W4;F7GXX9	699150	FALSE	TRUE	55605	KIF21A	Q7Z4S6		FALSE	FALSE	FALSE	TRUE	0	2
IL6	A0A1D5QRZ4	705819	FALSE	FALSE	3569	IL6	P05231		FALSE	TRUE	FALSE	TRUE	1	1
P2RX3	A0A1D5QSM7	706503	FALSE	TRUE	5024	P2RX3	P56373		TRUE	FALSE	FALSE	TRUE	1	2
DIP2A	A0A1D5QSZ1	721788	FALSE	FALSE	23181	DIP2A	Q14689		FALSE	FALSE	TRUE	FALSE	1	0
CP	A0A1D5QT32;A0A1D5QZL8;F7GFB4	712210	FALSE	TRUE	1356	CP	P00450	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
BDKRB2	A0A1D5QT55	703698	FALSE	TRUE	624	BDKRB2	P30411		TRUE	FALSE	FALSE	TRUE	1	2
SLC22A15	A0A1D5QT95	710102	FALSE	FALSE	55356	SLC22A15	Q8IZD6		TRUE	FALSE	FALSE	FALSE	1	0
TMEM63A	A0A1D5QTM5;A0A5F8A9X1	701499	FALSE	TRUE	9725	TMEM63A	O94886	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
FHL1	A0A1D5QTS1;F6PNU1;F6PNX5;F6TC02	710692	FALSE	TRUE	2273	FHL1	Q13642		FALSE	FALSE	FALSE	TRUE	0	2
GNS	A0A1D5QTV5	717500	FALSE	FALSE	2799	GNS	P15586	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
LOC693947	A0A1D5QU28	711914	FALSE	FALSE	6228	RPS23	P62266	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
TMEM150C	A0A1D5QU87;G7MSX4	694136	FALSE	TRUE	441027	TMEM150C	B9EJG8		FALSE	FALSE	FALSE	TRUE	0	2
CACNB3	A0A1D5QUE5;A0A1D5RBY3;F6VB97	708091	FALSE	TRUE	784	CACNB3	P54284		FALSE	FALSE	FALSE	TRUE	0	2
ACLY	A0A1D5QVG7;H9FUT4	708501	FALSE	TRUE	47	ACLY	P53396		FALSE	FALSE	FALSE	TRUE	0	2
DNM1	A0A1D5QVJ4;F6RXH1;F6S490	717697	FALSE	FALSE	1759	DNM1	Q05193		FALSE	TRUE	FALSE	TRUE	1	1
CACNA2D1	A0A1D5QVR4	708215	FALSE	TRUE	781	CACNA2D1	P54289	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
AKAP5	A0A1D5QW76	707162	FALSE	TRUE	9495	AKAP5	P24588		FALSE	FALSE	FALSE	TRUE	0	2
SLC2A5	A0A1D5QWB5	722154	FALSE	TRUE	6518	SLC2A5	P22732	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
VPS37B	A0A1D5QWC6	703415	FALSE	TRUE	79720	VPS37B	Q9H9H4		FALSE	FALSE	FALSE	TRUE	0	2
ADCY5	A0A1D5QWQ7	715897	FALSE	TRUE	111	ADCY5	O95622		TRUE	FALSE	FALSE	TRUE	1	2
SCN1A	A0A1D5QX02	704086	FALSE	TRUE	6323	SCN1A	P35498		TRUE	FALSE	FALSE	TRUE	1	2
CA12	A0A1D5QX25;F7DLJ4	705838	FALSE	FALSE	771	CA12	O43570	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
EMCN	A0A1D5QXI0	709580	FALSE	TRUE	51705	EMCN	Q9ULC0		TRUE	FALSE	FALSE	TRUE	1	2
BRPF1	A0A1D5QY53;F7B679	699850	FALSE	TRUE	7862	BRPF1	P55201		FALSE	FALSE	FALSE	TRUE	0	2
CLSTN3	A0A1D5QYE4	715119	TRUE	TRUE	9746	CLSTN3	Q9BQT9		TRUE	FALSE	TRUE	TRUE	3	2
SNAP23	A0A1D5QYR9	708225	FALSE	TRUE	8773	SNAP23	O00161		FALSE	TRUE	FALSE	TRUE	1	2
TMEM182	A0A1D5QYS0;A0A5F7ZWR7	712344	FALSE	FALSE	130827	TMEM182	Q6ZP80		TRUE	FALSE	FALSE	FALSE	1	0
TLL1	A0A1D5QYV0	705831	FALSE	FALSE	7092	TLL1	O43897	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
USP8	A0A1D5QZ17;A0A1D5RL67	715523	FALSE	TRUE	9101	USP8	P40818		FALSE	FALSE	FALSE	TRUE	0	2
CDH8	A0A1D5QZ34	708408	TRUE	TRUE	1006	CDH8	P55286	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
ACTN4	A0A1D5QZ63;A0A1D5R031	693666	FALSE	FALSE	81	ACTN4	O43707	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
ACIN1	A0A1D5QZ94;F7HTB7	713310	FALSE	TRUE	22985	ACIN1	Q9UKV3		FALSE	FALSE	FALSE	TRUE	0	2
ATP5PF	A0A1D5QZG5	708411	FALSE	FALSE	522	ATP5PF	P18859		FALSE	FALSE	TRUE	FALSE	1	0
AP3M1	A0A1D5QZK2	705729	FALSE	FALSE	26985	AP3M1	Q9Y2T2		FALSE	TRUE	FALSE	FALSE	1	0
ITGB6	A0A1D5QZT0	700454	TRUE	TRUE	3694	ITGB6	P18564	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
LRRC1	A0A1D5QZY0	710867	FALSE	TRUE	55227	LRRC1	Q9BTT6		FALSE	FALSE	FALSE	TRUE	0	2
GOLIM4	A0A1D5R0G9;H9H468	713937	FALSE	FALSE	27333	GOLIM4	O00461	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
ERVFRD-1	A0A1D5R0I7	100425316	FALSE	FALSE	405754	ERVFRD-1	P60508		TRUE	FALSE	FALSE	TRUE	1	1
IGFLR1	A0A1D5R0T1	710396	FALSE	TRUE	79713	IGFLR1	Q9H665		TRUE	FALSE	FALSE	TRUE	1	2
ATAD1	A0A1D5R0U6	704809	FALSE	TRUE	84896	ATAD1	Q8NBU5		FALSE	FALSE	FALSE	TRUE	0	2
CD55	A0A1D5R106;A0A5F8AN03;F7HC68	714370	FALSE	FALSE	1604	CD55	P08174	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
RALB	A0A1D5R129	695852	FALSE	TRUE	5899	RALB	P11234		FALSE	FALSE	FALSE	TRUE	0	2
CORIN	A0A1D5R139	704666	TRUE	TRUE	10699	CORIN	Q9Y5Q5		TRUE	TRUE	TRUE	TRUE	4	2
NETO2	A0A1D5R171	716468	FALSE	FALSE	81831	NETO2	Q8NC67		TRUE	FALSE	FALSE	FALSE	1	0
ADGRB2	A0A1D5R177;F7FAA5	706332	FALSE	FALSE	576	ADGRB2	O60241		TRUE	FALSE	FALSE	TRUE	1	1
SLC34A1	A0A1D5R1A3	699746	FALSE	TRUE	6569	SLC34A1	Q06495		TRUE	FALSE	TRUE	TRUE	2	2
LRP3	A0A1D5R1C6	703776	FALSE	FALSE	4037	LRP3	O75074		TRUE	FALSE	FALSE	FALSE	1	0
ATP1A4	A0A1D5R1L9;F7DQE8	720191;719623	FALSE	TRUE	477;480	ATP1A2;ATP1A4	P50993;Q13733		TRUE	FALSE	FALSE	TRUE	1	2
TMED10	A0A1D5R1P2	701522	FALSE	TRUE	10972	TMED10	P49755		FALSE	FALSE	FALSE	TRUE	0	2
NINJ2	A0A1D5R217	706368	FALSE	FALSE	4815	NINJ2	Q9NZG7		FALSE	TRUE	FALSE	TRUE	1	1
VIPR1	A0A1D5R219	717438	FALSE	FALSE	7433	VIPR1	P32241	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
MAEA	A0A1D5R235;F7HRR9	702015	FALSE	TRUE	10296	MAEA	Q7L5Y9		FALSE	TRUE	FALSE	TRUE	1	2
TMEM117	A0A1D5R2L6;H9ENG2	700812	FALSE	TRUE	84216	TMEM117	Q9H0C3		FALSE	FALSE	FALSE	TRUE	0	2
PDE4B	A0A1D5R2V8;F6QKH9;F6QKI6	699309	FALSE	FALSE	5142	PDE4B	Q07343	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
KLRB1	A0A1D5R310	100430783	FALSE	FALSE	3820	KLRB1	Q12918	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
PPM1A	A0A1D5R334;A0A5F8AQS8	702987	FALSE	TRUE	5494	PPM1A	P35813		FALSE	FALSE	FALSE	TRUE	0	2
TMEM63B	A0A1D5R371;F6SFW8;G7MPF9	702905;702797	FALSE	TRUE	11131;55362	TMEM63B	Q5T3F8	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
GPR87	A0A1D5R3A6	709766	FALSE	FALSE	53836	GPR87	Q9BY21		TRUE	FALSE	FALSE	TRUE	1	1
PNISR	A0A1D5R3I2	694075	FALSE	TRUE	25957	PNISR	Q8TF01		FALSE	FALSE	FALSE	TRUE	0	2
SLCO6A1	A0A1D5R3U6	707421	FALSE	TRUE	133482	SLCO6A1	Q86UG4		TRUE	FALSE	FALSE	TRUE	1	2
SKAP2	A0A1D5R563	701461	FALSE	TRUE	8935	SKAP2	O75563		FALSE	FALSE	FALSE	TRUE	0	2
ALPL	A0A1D5R5B1	717809	FALSE	TRUE	249	ALPL	P05186	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SLAMF9	A0A1D5R5G4	719554	FALSE	FALSE	89886	SLAMF9	Q96A28		TRUE	FALSE	FALSE	FALSE	1	0
ANXA4	A0A1D5R5Q6	701433	FALSE	TRUE	307	ANXA4	P09525		FALSE	FALSE	TRUE	TRUE	1	2
ADD1	A0A1D5R5T2;F7HMM7;H9FPQ0	700805	FALSE	TRUE	118	ADD1	P35611		FALSE	FALSE	FALSE	TRUE	0	2
NUP35	A0A1D5R653;F6XL37	706497	FALSE	TRUE	129401	NUP35	Q8NFH5		FALSE	FALSE	FALSE	TRUE	0	2
STS	A0A1D5R654;A0A5F8A972	707799	FALSE	FALSE	412	STS	P08842	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
LRFN5	A0A1D5R6T7	700512	FALSE	FALSE	145581	LRFN5	Q96NI6		TRUE	FALSE	TRUE	TRUE	2	1
SSPN	A0A1D5R6U4	708482	FALSE	TRUE	8082	SSPN	Q14714		TRUE	TRUE	FALSE	TRUE	2	2
MRE11	A0A1D5R7E2;H9Z952	697439;697566	FALSE	FALSE	10888;4361	GPR83	Q9NYM4		TRUE	FALSE	FALSE	TRUE	1	1
MANSC1	A0A1D5R7E9	696667	FALSE	FALSE	54682	MANSC1	Q9H8J5		TRUE	FALSE	FALSE	FALSE	1	0
SWAP70	A0A1D5R7J2;F7HJZ8	703651	FALSE	TRUE	23075	SWAP70	Q9UH65		FALSE	FALSE	FALSE	TRUE	0	2
ALCAM	A0A1D5R7P2;F7E9U2	703777	TRUE	TRUE	214	ALCAM	Q13740	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
TMEM245	A0A1D5R7V2;F7HG68	710299	FALSE	FALSE	23731	TMEM245	Q9H330	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
NUBPL	A0A1D5R8A7	717011	FALSE	TRUE	80224	NUBPL	Q8TB37		FALSE	FALSE	FALSE	TRUE	0	2
PLCG1	A0A1D5R8E9	697069	FALSE	TRUE	5335	PLCG1	P19174		FALSE	FALSE	FALSE	TRUE	0	2
LINGO1	A0A1D5R8J7	714985	FALSE	FALSE	84894	LINGO1	Q96FE5		TRUE	FALSE	FALSE	TRUE	1	1
DGKK	A0A1D5R8J9	695126	FALSE	TRUE	139189	DGKK	Q5KSL6		FALSE	FALSE	FALSE	TRUE	0	2
TRPC3	A0A1D5R929;F7H6Q8	707586	FALSE	TRUE	7222	TRPC3	Q13507		FALSE	FALSE	FALSE	TRUE	0	2
TSPAN9	A0A1D5R977	721790	FALSE	TRUE	10867	TSPAN9	O75954	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
NSF	A0A1D5R978;F6YT14	715297	FALSE	TRUE	4905	NSF	P46459		FALSE	FALSE	FALSE	TRUE	0	2
