UniProt	GeneID	Gene Name	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
P14672	6517	SLC2A4	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P14735	3416	IDE		FALSE	TRUE	TRUE	TRUE	2
P14778	3554	IL1R1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P14784	3560	IL2RB	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P15144	290	ANPEP	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P15151	5817	PVR	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P15291	2683	B4GALT1		FALSE	TRUE	TRUE	TRUE	2
P15391	930	CD19	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P15514	374	AREG	1 - high confidence	TRUE	TRUE	TRUE	FALSE	4
P15529	4179	CD46	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P15692	7422	VEGFA		FALSE	TRUE	TRUE	FALSE	2
P15813	912	CD1D	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P15941	4582	MUC1		TRUE	TRUE	FALSE	TRUE	2
P16035	7077	TIMP2		FALSE	TRUE	TRUE	FALSE	2
P16070	960	CD44	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P16109	6403	SELP	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P16112	176	ACAN		FALSE	TRUE	FALSE	FALSE	1
P16144	3691	ITGB4	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P16150	6693	SPN		TRUE	TRUE	TRUE	TRUE	3
P16410	1493	CTLA4		TRUE	TRUE	TRUE	TRUE	3
P16422	4072	EPCAM	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P16471	5618	PRLR		TRUE	TRUE	TRUE	TRUE	3
P16581	6401	SELE		TRUE	TRUE	FALSE	TRUE	2
P16671	948	CD36	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P16871	3575	IL7R	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P17301	3673	ITGA2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P17302	2697	GJA1		TRUE	TRUE	FALSE	TRUE	2
P17787	1141	CHRNB2		TRUE	TRUE	TRUE	TRUE	3
P17813	2022	ENG	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P17927	1378	CR1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P18084	3693	ITGB5	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P18564	3694	ITGB6	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P18627	3902	LAG3		TRUE	TRUE	TRUE	TRUE	3
P18827	6382	SDC1		TRUE	TRUE	TRUE	TRUE	3
P19320	7412	VCAM1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P19397	963	CD53	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P19438	7132	TNFRSF1A	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P19440	2678	GGT1	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3
P20023	1380	CR2	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P20138	945	CD33	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20273	933	CD22	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20336	5864	RAB3A		FALSE	TRUE	FALSE	TRUE	1
P20645	4074	M6PR	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P20701	3683	ITGAL	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20702	3687	ITGAX	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20936	5921	RASA1		FALSE	TRUE	FALSE	TRUE	1
P21453	1901	S1PR1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P21579	6857	SYT1		FALSE	TRUE	FALSE	TRUE	1
P21583	4254	KITLG	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P21802	2263	FGFR2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P21810	633	BGN	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P21926	928	CD9		TRUE	TRUE	TRUE	TRUE	3
P22083	2526	FUT4		FALSE	TRUE	TRUE	FALSE	2
P22105	7148	TNXB	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
P22303	43	ACHE	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P22413	5167	ENPP1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P22748	762	CA4		TRUE	TRUE	TRUE	TRUE	3
P22888	3973	LHCGR		TRUE	TRUE	FALSE	TRUE	2
P23229	3655	ITGA6	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P23352	3730	ANOS1		FALSE	TRUE	FALSE	TRUE	1
P23415	2741	GLRA1		TRUE	TRUE	TRUE	TRUE	3
P23443	6198	RPS6KB1		FALSE	TRUE	FALSE	FALSE	1
P23510	7292	TNFSF4		TRUE	TRUE	TRUE	TRUE	3
P23763	6843	VAMP1		FALSE	TRUE	TRUE	TRUE	2
P23945	2492	FSHR		TRUE	TRUE	FALSE	TRUE	2
P24001	9235	IL32		FALSE	TRUE	FALSE	FALSE	1
P24043	3908	LAMA2	1 - high confidence	FALSE	TRUE	FALSE	TRUE	2
P25025	3579	CXCR2		TRUE	TRUE	TRUE	TRUE	3
P25063	100133941	CD24		TRUE	TRUE	TRUE	TRUE	3
P25103	6869	TACR1		TRUE	TRUE	FALSE	TRUE	2
P25311	563	AZGP1		FALSE	TRUE	TRUE	TRUE	2
P25445	355	FAS	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P25942	958	CD40	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26006	3675	ITGA3	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26010	3695	ITGB7	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26012	3696	ITGB8	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26038	4478	MSN		FALSE	TRUE	TRUE	TRUE	2
P26232	1496	CTNNA2		FALSE	TRUE	FALSE	TRUE	1
P26842	939	CD27	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P27037	92	ACVR2A	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P27487	1803	DPP4	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P27797	811	CALR	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P28906	947	CD34	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P28907	952	CD38	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P29033	2706	GJB2		TRUE	TRUE	FALSE	TRUE	2
P29122	5046	PCSK6		FALSE	TRUE	TRUE	TRUE	2
P29275	136	ADORA2B		TRUE	TRUE	FALSE	TRUE	2
P29965	959	CD40LG	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P30086	5037	PEBP1		FALSE	TRUE	FALSE	FALSE	1
P30203	923	CD6	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P30273	2207	FCER1G		FALSE	TRUE	TRUE	TRUE	2
P30530	558	AXL	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P30531	6529	SLC6A1		TRUE	TRUE	TRUE	TRUE	3
P30533	4043	LRPAP1	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
P31431	6385	SDC4		FALSE	TRUE	TRUE	TRUE	2
P31785	3561	IL2RG	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P32246	1230	CCR1		TRUE	TRUE	TRUE	TRUE	3
P32248	1236	CCR7	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P32856	2054	STX2		FALSE	TRUE	FALSE	TRUE	1
P33151	1003	CDH5	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P33681	941	CD80	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P34981	7201	TRHR	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P35212	2701	GJA4		TRUE	TRUE	FALSE	TRUE	2
P35225	3596	IL13		FALSE	TRUE	TRUE	TRUE	2
P35443	7060	THBS4		FALSE	TRUE	FALSE	FALSE	1
P35606	9276	COPB2		FALSE	TRUE	FALSE	FALSE	1
P35968	3791	KDR		TRUE	TRUE	FALSE	TRUE	2
P36269	2687	GGT5	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2
P36382	2702	GJA5		FALSE	TRUE	FALSE	TRUE	1
P36383	10052	GJC1		FALSE	TRUE	FALSE	TRUE	1
P36888	2322	FLT3	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P36896	91	ACVR1B		TRUE	TRUE	TRUE	TRUE	3
P37023	94	ACVRL1		TRUE	TRUE	TRUE	TRUE	3
P37088	6337	SCNN1A		TRUE	TRUE	FALSE	TRUE	2
P37173	7048	TGFBR2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P38570	3682	ITGAE	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P38646	3313	HSPA9		FALSE	TRUE	FALSE	FALSE	1
P39059	1306	COL15A1		FALSE	TRUE	FALSE	FALSE	1
P39060	80781	COL18A1		FALSE	TRUE	FALSE	FALSE	1
P39877	5322	PLA2G5		FALSE	TRUE	FALSE	TRUE	1
P40189	3572	IL6ST	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P40259	974	CD79B	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P41221	7474	WNT5A	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P42081	942	CD86	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P42261	2890	GRIA1		TRUE	TRUE	TRUE	TRUE	3
P42701	3594	IL12RB1		TRUE	TRUE	TRUE	TRUE	3
P42771	1029	CDKN2A		FALSE	TRUE	FALSE	FALSE	1
P42892	1889	ECE1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P43003	6507	SLC1A3	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P43121	4162	MCAM	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P43489	7293	TNFRSF4		TRUE	TRUE	TRUE	TRUE	3
P43681	1137	CHRNA4		TRUE	TRUE	TRUE	TRUE	3
P45844	9619	ABCG1		FALSE	TRUE	TRUE	TRUE	2
P48023	356	FASLG		TRUE	TRUE	TRUE	TRUE	3
P48051	3763	KCNJ6		FALSE	TRUE	FALSE	TRUE	1
P48061	6387	CXCL12		FALSE	TRUE	TRUE	TRUE	2
P48165	2703	GJA8		FALSE	TRUE	FALSE	TRUE	1
P48544	3762	KCNJ5		FALSE	TRUE	TRUE	TRUE	2
P48549	3760	KCNJ3		TRUE	TRUE	TRUE	TRUE	3
P48745	4856	CCN3		FALSE	TRUE	FALSE	FALSE	1
P48764	6550	SLC9A3		TRUE	TRUE	TRUE	TRUE	3
P49238	1524	CX3CR1		TRUE	TRUE	TRUE	TRUE	3
P49257	3998	LMAN1		FALSE	TRUE	FALSE	FALSE	1
P49281	4891	SLC11A2	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P49682	2833	CXCR3	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P49746	7059	THBS3	3 - unspecific	FALSE	TRUE	FALSE	FALSE	2
P49747	1311	COMP		FALSE	TRUE	FALSE	FALSE	1
P49758	9628	RGS6		FALSE	TRUE	FALSE	TRUE	1
P49768	5663	PSEN1		TRUE	TRUE	TRUE	TRUE	3
P49810	5664	PSEN2		TRUE	TRUE	TRUE	TRUE	3
P49961	953	ENTPD1	2 - putative	TRUE	TRUE	FALSE	TRUE	3
P50395	2665	GDI2		FALSE	TRUE	FALSE	FALSE	1
P50570	1785	DNM2		FALSE	TRUE	FALSE	TRUE	1
P50895	4059	BCAM	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P51168	6338	SCNN1B		TRUE	TRUE	TRUE	TRUE	3
P51170	6340	SCNN1G		TRUE	TRUE	TRUE	TRUE	3
P51512	4325	MMP16		TRUE	TRUE	TRUE	TRUE	3
P51636	858	CAV2		FALSE	TRUE	FALSE	TRUE	1
