Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
Casp7	A0A1U7Q2E9	101825089	FALSE	FALSE	CASP7	P55210	840	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Cd44	A0A1U7Q2F4;A0A1U7Q3B6;A0A1U8C140;A0A1U8CBK2;A0A3Q0CUI7;A0A3Q0CUJ2;A0A3Q0CUK1;A0A3Q0CUQ2;A0A3Q0CUQ7;A0A3Q0CYY7;A0A3Q0CYZ5;A0A3Q0D0N1;A0A3Q0D0N8;A0A3Q0D0Q6	101826056	FALSE	FALSE	CD44	P16070	960	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
Mc2r	A0A1U7Q2G7	101825745	FALSE	TRUE	MC2R	Q01718	4158		TRUE	FALSE	FALSE	TRUE	1	2
Tmed10	A0A1U7Q2H9	101832157	FALSE	TRUE	TMED10	P49755	10972		FALSE	FALSE	FALSE	TRUE	0	2
Vegfa	A0A1U7Q2J2;A0A1U8BT68;A0A1U8BT75;A0A1U8BWH2	101839822	FALSE	FALSE	VEGFA	P15692	7422		FALSE	TRUE	TRUE	FALSE	2	0
Serpina1	A0A1U7Q2J3;A0A1U8BK25	101841330	FALSE	FALSE	SERPINA1	P01009	5265	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Ly75	A0A1U7Q2J5	101830769	FALSE	FALSE	LY75	O60449		1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
LOC101837901	A0A1U7Q2K8	101837901	FALSE	TRUE	LOC101837901				FALSE	FALSE	FALSE	FALSE	0	1
LOC101841395	A0A1U7Q2K9	101841395	FALSE	TRUE	LOC101841395				FALSE	FALSE	FALSE	FALSE	0	1
LOC101844329	A0A1U7Q2L0	101844329	FALSE	TRUE	LOC101844329				FALSE	FALSE	FALSE	FALSE	0	1
Slc22a11	A0A1U7Q2L5;A0A1U8C1E7;A0A3Q0CN00;A0A3Q0CN05	101835198	FALSE	FALSE	SLC22A11	Q9NSA0	55867		TRUE	TRUE	TRUE	TRUE	3	1
Dmbt1	A0A1U7Q2M0	101836403	FALSE	FALSE	DMBT1	Q9UGM3	1755		FALSE	FALSE	TRUE	TRUE	1	1
Cnnm2	A0A1U7Q2N3;A0A1U7Q5S0	101823503	FALSE	TRUE	CNNM2	Q9H8M5	54805	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Kcnip2	A0A1U7Q2N5;A0A1U8C002;A0A3Q0D1Y5;A0A3Q0D6K5	101828231	FALSE	TRUE	KCNIP2	Q9NS61	30819		FALSE	FALSE	FALSE	TRUE	0	2
Fgf8	A0A1U7Q2N6;A0A1U7Q4K1;A0A1U7Q5S9;A0A1U7QAP5;A0A1U7QCV3	101830284	FALSE	FALSE	FGF8	P55075	2253		FALSE	FALSE	TRUE	TRUE	1	1
Entpd7	A0A1U7Q2P2;A0A3Q0DCR3;A0A3Q0DDP1	101839421	FALSE	FALSE	ENTPD7	Q9NQZ7	57089	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
Cnnm1	A0A1U7Q2P3;A0A1U7Q5U7	101840491	FALSE	TRUE	CNNM1	Q9NRU3	26507		FALSE	FALSE	FALSE	TRUE	0	2
Loxl4	A0A1U7Q2P4;A0A3Q0DAZ5	101842563	FALSE	FALSE	LOXL4	Q96JB6	84171	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Zfyve27	A0A1U7Q2P5;A0A1U8BP97;A0A1U8BPM5;A0A1U8BSR6	101844431	FALSE	TRUE	ZFYVE27	Q5T4F4	118813		TRUE	FALSE	FALSE	TRUE	1	2
Opalin	A0A1U7Q2P8;A0A1U8C2S1;A0A3Q0CHB1	101827451	FALSE	TRUE	OPALIN	Q96PE5	93377		TRUE	FALSE	FALSE	TRUE	1	2
Slc35g1	A0A1U7Q2Q0	101833457	FALSE	TRUE	SLC35G1	Q2M3R5	159371		FALSE	FALSE	FALSE	TRUE	0	2
Plgrkt	A0A1U7Q2Q9	101830911	FALSE	TRUE	PLGRKT	Q9HBL7	55848		FALSE	FALSE	FALSE	TRUE	0	2
Kank1	A0A1U7Q2R3	101836406	FALSE	TRUE	KANK1	Q14678	23189		FALSE	FALSE	FALSE	TRUE	0	2
Apba1	A0A1U7Q2R4;A0A1U8C7C0;A0A3Q0CJX4	101838273	FALSE	TRUE	APBA1	Q02410	320		FALSE	TRUE	FALSE	TRUE	1	2
LOC101827276	A0A1U7Q2S0	101827276	FALSE	TRUE	LOC101827276				FALSE	FALSE	FALSE	FALSE	0	1
LOC101828848	A0A1U7Q2S1	101828848	FALSE	TRUE	LOC101828848				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832835	A0A1U7Q2S3	101832835	FALSE	TRUE	LOC101832835				FALSE	FALSE	FALSE	FALSE	0	1
LOC101834138	A0A1U7Q2S4	101834138	FALSE	TRUE	LOC101834138				FALSE	FALSE	FALSE	FALSE	0	1
Tmem132a	A0A1U7Q2S6;A0A1U7Q4S7	101838364	FALSE	FALSE	TMEM132A	Q24JP5	54972	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
Stx5	A0A1U7Q2T3	101827799	FALSE	FALSE	STX5	Q13190	6811		FALSE	TRUE	FALSE	FALSE	1	0
Nrxn2	A0A1U7Q2T9;A0A1U7Q4V5;A0A1U7Q681;A0A1U7QBA6;A0A1U8BQG9;A0A1U8BQH3;A0A1U8BQW7;A0A1U8BQX7;A0A1U8BR01;A0A1U8BU20;A0A1U8C1F4;A0A1U8C1I3;A0A1U8C229;A0A3Q0CHR9;A0A3Q0CN12;A0A3Q0CN30;A0A3Q0CN55;A0A3Q0CN58;A0A3Q0CN71;A0A3Q0CNG6;A0A3Q0CNM3;A0A3Q0CQ27	101838621	FALSE	FALSE	NRXN2	P58401;Q9P2S2	9379		TRUE	FALSE	FALSE	TRUE	1	1
Men1	A0A1U7Q2U1;A0A1U7Q688	101842388	FALSE	TRUE	MEN1	O00255	4221		FALSE	FALSE	FALSE	TRUE	0	2
Cst6	A0A1U7Q2V1	101837203	FALSE	TRUE	CST6	Q15828	1474		FALSE	FALSE	FALSE	TRUE	0	2
Sptbn2	A0A1U7Q2V5;A0A1U8BIF5	101822353	FALSE	TRUE	SPTBN2	O15020	6712		FALSE	FALSE	FALSE	TRUE	0	2
Lrfn4	A0A1U7Q2V6	101823954	TRUE	FALSE	LRFN4	Q6PJG9	78999		TRUE	FALSE	TRUE	TRUE	3	1
Ankrd13d	A0A1U7Q2V7;A0A3Q0CPQ5;A0A3Q0CPR3	101826140	FALSE	TRUE	ANKRD13D	Q6ZTN6	338692		FALSE	FALSE	FALSE	TRUE	0	2
Ppp1ca	A0A1U7Q2V8	101827540	FALSE	TRUE	PPP1CA	P62136	5499		FALSE	FALSE	FALSE	TRUE	0	2
Unc93b1	A0A1U7Q2W1		FALSE	FALSE	UNC93B1	Q9H1C4	81622		TRUE	FALSE	FALSE	FALSE	1	0
Ppp6r3	A0A1U7Q2W2;A0A1U7Q507;A0A1U7Q6F9;A0A1U8BMW1;A0A1U8BRJ5;A0A1U8BYS5;A0A1U8BZG6;A0A1U8BZI6;A0A3Q0CQA2;A0A3Q0CQC3;A0A3Q0CQM4;A0A3Q0CQM9	101834506	FALSE	TRUE	PPP6R3	Q5H9R7	55291		FALSE	FALSE	FALSE	TRUE	0	2
Cttn	A0A1U7Q2W5;A0A1U7Q513;A0A1U8BTT8;A0A3Q0CQP4;A0A3Q0CSI2	101840217	FALSE	TRUE	CTTN	Q14247	2017		FALSE	FALSE	FALSE	TRUE	0	2
Mrgpre	A0A1U7Q2W6	101841577	FALSE	FALSE	MRGPRE	Q86SM8	116534		TRUE	FALSE	FALSE	TRUE	1	1
Kcnq1	A0A1U7Q2W7	101844599	FALSE	TRUE	KCNQ1	P51787	3784		FALSE	FALSE	FALSE	TRUE	0	2
LOC101843984	A0A1U7Q2X9	101843984	FALSE	TRUE	LOC101843984				FALSE	FALSE	FALSE	FALSE	0	1
Sprn	A0A1U7Q2Y0	101822974	FALSE	TRUE	SPRN	Q5BIV9	503542		TRUE	FALSE	FALSE	TRUE	1	2
Caly	A0A1U7Q2Y1	101824646	FALSE	TRUE	CALY	Q9NYX4	50632		TRUE	FALSE	FALSE	TRUE	1	2
Tbc1d10b	A0A1U7Q2Z7	101832239	FALSE	TRUE	TBC1D10B	Q4KMP7	26000		FALSE	FALSE	FALSE	TRUE	0	2
Kcnj6	A0A1U7Q2Z9	101823647	FALSE	FALSE	KCNJ6	P48051	3763		FALSE	TRUE	FALSE	TRUE	1	1
Cacng3	A0A1U7Q308;A0A1U8C069	101828143	FALSE	TRUE	CACNG3	O60359	10368		TRUE	FALSE	FALSE	TRUE	1	2
CUNH16orf52	A0A1U7Q310	101833888	FALSE	TRUE	CUNH16ORF52				FALSE	FALSE	FALSE	FALSE	0	1
Gpr139	A0A1U7Q312	101838537	FALSE	FALSE	GPR139	Q6DWJ6	124274		TRUE	FALSE	FALSE	TRUE	1	1
Thbs1	A0A1U7Q315;A0A1U8CQW7	101827006	TRUE	TRUE	THBS1	P07996	7057	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	2
LOC101831006	A0A1U7Q316	101831006	FALSE	TRUE	LOC101831006				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833364	A0A1U7Q317	101833364	FALSE	TRUE	LOC101833364				FALSE	FALSE	FALSE	FALSE	0	1
Cd59	A0A1U7Q318;A0A3Q0CY16	101837826	FALSE	FALSE	CD59	P13987	966	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
LOC101825880	A0A1U7Q320	101825880	FALSE	TRUE	LOC101825880				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830388	A0A1U7Q321	101830388	FALSE	TRUE	LOC101830388				FALSE	FALSE	FALSE	FALSE	0	1
LOC101836941	A0A1U7Q322	101836941	FALSE	TRUE	LOC101836941				FALSE	FALSE	FALSE	FALSE	0	1
LOC101839616	A0A1U7Q323	101839616	FALSE	TRUE	LOC101839616				FALSE	FALSE	FALSE	FALSE	0	1
LOC101841761	A0A1U7Q324	101841761	FALSE	TRUE	LOC101841761				FALSE	FALSE	FALSE	FALSE	0	1
LOC101823695	A0A1U7Q326	101823695	FALSE	TRUE	LOC101823695				FALSE	FALSE	FALSE	FALSE	0	1
LOC101837645	A0A1U7Q329		FALSE	TRUE	LOC101837645				FALSE	FALSE	FALSE	FALSE	0	1
Pcnx2	A0A1U7Q335;A0A1U8CG99	101829121	FALSE	FALSE	PCNX2	A6NKB5	80003		TRUE	FALSE	FALSE	FALSE	1	0
Grem1	A0A1U7Q345	101825792	TRUE	FALSE	GREM1	O60565	26585	1 - high confidence	FALSE	TRUE	TRUE	FALSE	4	0
LOC101830652	A0A1U7Q348	101830652	FALSE	TRUE	LOC101830652				FALSE	FALSE	FALSE	FALSE	0	1
LOC101831986	A0A1U7Q349	101831986	FALSE	TRUE	LOC101831986				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833557	A0A1U7Q350	101833557	FALSE	TRUE	LOC101833557				FALSE	FALSE	FALSE	FALSE	0	1
Slc5a12	A0A1U7Q351;A0A1U8C4S7	101835641	FALSE	FALSE	SLC5A12	Q1EHB4	159963		TRUE	FALSE	FALSE	TRUE	1	1
Lin7c	A0A1U7Q352	101837108	FALSE	TRUE	LIN7C	Q9NUP9	55327		FALSE	FALSE	FALSE	TRUE	0	2
Slc1a2	A0A1U7Q361;A0A3Q0CY99	101827891	FALSE	FALSE	SLC1A2	P43004	6506		TRUE	FALSE	TRUE	TRUE	2	1
Ttc17	A0A1U7Q363;A0A1U8CBW1	101832840	FALSE	TRUE	TTC17	Q96AE7	55761	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
Arfgap2	A0A1U7Q368;A0A1U7Q5M4;A0A1U8CBH7;A0A3Q0CZC9	101841672	FALSE	TRUE	ARFGAP2	Q8N6H7	84364		FALSE	FALSE	FALSE	TRUE	0	2
LOC101828326	A0A1U7Q372;A0A1U8CBY2	101828326	FALSE	TRUE	LOC101828326				FALSE	FALSE	FALSE	FALSE	0	1
LOC101829931	A0A1U7Q373	101829931	FALSE	TRUE	LOC101829931				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832064	A0A1U7Q374	101832064	FALSE	TRUE	LOC101832064				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833639	A0A1U7Q375	101833639	FALSE	TRUE	LOC101833639				FALSE	FALSE	FALSE	FALSE	0	1
LOC101835206	A0A1U7Q376	101835206	FALSE	TRUE	LOC101835206				FALSE	FALSE	FALSE	FALSE	0	1
LOC101836766	A0A1U7Q377	101836766	FALSE	TRUE	LOC101836766				FALSE	FALSE	FALSE	FALSE	0	1
LOC101838900	A0A1U7Q378;A0A1U8CI99	101838900	FALSE	TRUE	LOC101838900				FALSE	FALSE	FALSE	FALSE	0	1
LOC101841038	A0A1U7Q379	101841038	FALSE	TRUE	LOC101841038				FALSE	FALSE	FALSE	FALSE	0	1
LOC101842395	A0A1U7Q380	101842395	FALSE	TRUE	LOC101842395				FALSE	FALSE	FALSE	FALSE	0	1
LOC101843725	A0A1U7Q381		FALSE	TRUE	LOC101843725				FALSE	FALSE	FALSE	FALSE	0	1
LOC101822709	A0A1U7Q382	101822709	FALSE	TRUE	LOC101822709				FALSE	FALSE	FALSE	FALSE	0	1
LOC101824312	A0A1U7Q383		FALSE	TRUE	LOC101824312				FALSE	FALSE	FALSE	FALSE	0	1
LOC101825883	A0A1U7Q385	101825883	FALSE	TRUE	LOC101825883				FALSE	FALSE	FALSE	FALSE	0	1
LOC101827724	A0A1U7Q387	101827724	FALSE	TRUE	LOC101827724				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830393	A0A1U7Q388	101830393	FALSE	TRUE	LOC101830393				FALSE	FALSE	FALSE	FALSE	0	1
LOC101831987	A0A1U7Q389	101831987	FALSE	TRUE	LOC101831987				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833300	A0A1U7Q390	101833300	FALSE	TRUE	LOC101833300				FALSE	FALSE	FALSE	FALSE	0	1
LOC101835116	A0A1U7Q391	101835116	FALSE	TRUE	LOC101835116				FALSE	FALSE	FALSE	FALSE	0	1
LOC101836668	A0A1U7Q392	101836668	FALSE	TRUE	LOC101836668				FALSE	FALSE	FALSE	FALSE	0	1
LOC101838015	A0A1U7Q393	101838015	FALSE	TRUE	LOC101838015				FALSE	FALSE	FALSE	FALSE	0	1
LOC101839619	A0A1U7Q394	101839619	FALSE	TRUE	LOC101839619				FALSE	FALSE	FALSE	FALSE	0	1
LOC101840975	A0A1U7Q395	101840975	FALSE	TRUE	LOC101840975				FALSE	FALSE	FALSE	FALSE	0	1
P2rx3	A0A1U7Q396	101842305	FALSE	TRUE	P2RX3	P56373	5024		TRUE	FALSE	FALSE	TRUE	1	2
Gpr155	A0A1U7Q3A6;A0A1U7Q5Y6;A0A1U8CCN5	101837648	FALSE	FALSE	GPR155	Q7Z3F1	151556	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
Scn3a	A0A1U7Q3B0;A0A3Q0D5Z5	101824388	FALSE	TRUE	SCN3A	Q9NY46	6328		TRUE	FALSE	FALSE	TRUE	1	2
Adrb2	A0A1U7Q3C3	101836719	FALSE	TRUE	ADRB2	P07550	154	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Gpr17	A0A1U7Q3C4	101843008	FALSE	FALSE	GPR17	Q13304	2840		TRUE	FALSE	FALSE	TRUE	1	1
Rit2	A0A1U7Q3C6	101823514	FALSE	TRUE	RIT2	Q99578	6014		FALSE	FALSE	FALSE	TRUE	0	2
Dsc1	A0A1U7Q3D0;A0A1U7Q7S5;A0A1U7QG65;A0A1U8CL21	101831810	FALSE	TRUE	DSC1	Q08554	1823		TRUE	TRUE	FALSE	TRUE	2	2
Cd226	A0A1U7Q3D4;A0A3Q0DCI8;A0A3Q0DD95;A0A3Q0DDC3	101840769	FALSE	FALSE	CD226	Q15762	10666	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
Tmx3	A0A1U7Q3D8		FALSE	FALSE	TMX3	Q96JJ7	54495	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
Slc6a18	A0A1U7Q3E1;A0A1U7Q680	101831631	FALSE	TRUE	SLC6A18	Q96N87	348932		TRUE	FALSE	FALSE	TRUE	1	2
Lysmd3	A0A1U7Q3E9	101837566	FALSE	TRUE	LYSMD3	Q7Z3D4	116068		TRUE	FALSE	FALSE	TRUE	1	2
Snx18	A0A1U7Q3F0	101840506	FALSE	TRUE	SNX18	Q96RF0	112574		FALSE	FALSE	FALSE	TRUE	0	2
Il31ra	A0A1U7Q3F2	101843449	FALSE	FALSE	IL31RA	Q8NI17	133396		TRUE	FALSE	TRUE	TRUE	2	1
Pde4d	A0A1U7Q3F4;A0A1U7Q6C0;A0A1U7Q7Z9;A0A1U7QDZ1;A0A1U7QDZ6;A0A1U7QGI1;A0A1U7QGI4;A0A1U8CQJ5	101823873	FALSE	TRUE	PDE4D	Q08499	5144		FALSE	FALSE	FALSE	TRUE	0	2
Nln	A0A1U7Q3G0	101832071	FALSE	TRUE	NLN	Q9BYT8	57486		FALSE	FALSE	FALSE	TRUE	0	2
Hexb	A0A1U7Q3G6	101842400	FALSE	FALSE	HEXB	P07686	3074	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F2rl1	A0A1U7Q3G7	101844436	FALSE	FALSE	F2RL1	P55085	2150		TRUE	FALSE	FALSE	TRUE	1	1
Ptprk	A0A1U7Q3I5;A0A1U7Q6K8;A0A1U7Q889;A0A1U7QEA8;A0A1U8BDT0;A0A1U8BDT5;A0A1U8BDZ9;A0A1U8BHH7;A0A1U8BQ30;A0A1U8BQ35;A0A1U8BQU7;A0A1U8BQV1;A0A3Q0CGE7;A0A3Q0CGQ6;A0A3Q0CHV4;A0A3Q0CHV8	101844077	FALSE	FALSE	PTPRK	Q15262	5796	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
Reps1	A0A1U7Q3J4;A0A1U7Q6N5;A0A1U7Q8B6;A0A1U7QH05;A0A1U8BDX7;A0A1U8BHL0	101836172	FALSE	TRUE	REPS1	Q96D71	85021		FALSE	FALSE	FALSE	TRUE	0	2
Utrn	A0A1U7Q3J7;A0A1U8CTC8;A0A1U8CTF0;A0A1U8D555;A0A3Q0CCU4;A0A3Q0CHG6;A0A3Q0CI49	101842481	FALSE	TRUE	UTRN	P46939	7402		FALSE	FALSE	FALSE	TRUE	0	2
Oprm1	A0A1U7Q3K1	101828870	FALSE	FALSE	OPRM1	P35372	4988		TRUE	FALSE	FALSE	TRUE	1	1
Cd4	A0A1U7Q3K5		FALSE	FALSE	CD4	P01730	920	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
Phb2	A0A1U7Q3L1	101822363	TRUE	FALSE	PHB2	Q99623	11331	3 - unspecific	FALSE	FALSE	TRUE	FALSE	3	0
Iqsec3	A0A1U7Q3L3;A0A1U8BEH2;A0A3Q0CIS5;A0A3Q0CKC5	101826942	FALSE	TRUE	IQSEC3	Q9UPP2	440073		FALSE	FALSE	FALSE	TRUE	0	2
Ret	A0A1U7Q3L7	101835994	FALSE	TRUE	RET	P07949	5979	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Atp2b2	A0A1U7Q3M4;A0A1U8BED0;A0A1U8BI07;A0A1U8BRF0;A0A3Q0CID1;A0A3Q0CIN1;A0A3Q0CKL4	101825024	FALSE	FALSE	ATP2B2	Q01814	491		TRUE	FALSE	FALSE	TRUE	1	1
Itpr1	A0A1U7Q3N1;A0A1U7Q6Y6;A0A1U7Q8M5;A0A1U7QEZ5;A0A1U7QHI7;A0A1U8BI12;A0A1U8BRF5;A0A3Q0CDR6;A0A3Q0CIG7;A0A3Q0CJ40;A0A3Q0CKP3	101836776	FALSE	FALSE	ITPR1	Q14643	3708	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
Cdh17	A0A1U7Q3N3	101841316	TRUE	TRUE	CDH17	Q12864	1015	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
Lgals3bp	A0A1U7Q3N9;A0A1U8BN12	101825995	FALSE	FALSE	LGALS3BP	Q08380	3959	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Pnisr	A0A1U7Q3P1;A0A3Q0CHZ4;A0A3Q0CIB7	101828343	FALSE	TRUE	PNISR	Q8TF01	25957		FALSE	FALSE	FALSE	TRUE	0	2
Dtnbp1	A0A1U7Q3Q4;A0A1U8BF23	101841048	FALSE	FALSE	DTNBP1	Q96EV8	84062		FALSE	TRUE	FALSE	TRUE	1	1
Ssr1	A0A1U7Q3Q9;A0A1U8BFH1	101827729	FALSE	FALSE	SSR1	P43307	6745	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
Nrn1	A0A1U7Q3R0	101829950	FALSE	TRUE	NRN1	Q9NPD7	51299		TRUE	FALSE	FALSE	TRUE	1	2
Carmil1	A0A1U7Q3R8;A0A1U7Q794;A0A1U7Q8Y1;A0A1U8BS56;A0A3Q0CE67;A0A3Q0CE69;A0A3Q0CJK1;A0A3Q0CL69;A0A3Q0CL74	101822447	FALSE	TRUE	CARMIL1	Q5VZK9	55604		FALSE	FALSE	FALSE	TRUE	0	2
Slc17a3	A0A1U7Q3R9;A0A1U8BIR6	101825114	FALSE	TRUE	SLC17A3	O00476	10786		FALSE	FALSE	FALSE	TRUE	0	2
Bag4	A0A1U7Q3T4;A0A1U8BJB6	101843735	FALSE	TRUE	BAG4	O95429	9530		FALSE	FALSE	FALSE	TRUE	0	2
Chrna6	A0A1U7Q3T7;A0A1U7Q929	101825809	FALSE	TRUE	CHRNA6	Q15825	8973		TRUE	FALSE	FALSE	TRUE	1	2
Unc5d	A0A1U7Q3T8;A0A1U7Q7E3;A0A1U7Q932;A0A1U7QFQ2;A0A1U7QI82;A0A1U8BGD2;A0A1U8BJ96;A0A1U8BRZ1;A0A1U8BSQ7	101826239	TRUE	FALSE	UNC5D	Q6UXZ4	137970		TRUE	TRUE	TRUE	TRUE	4	1
Fat1	A0A1U7Q3U5;A0A1U8BRS2;A0A3Q0CEJ2;A0A3Q0CJD7	101842219	FALSE	TRUE	FAT1	Q14517	2195	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
Sorbs2	A0A1U7Q3U6;A0A1U8BFE9;A0A1U8BFF3;A0A1U8BFF8;A0A1U8BG43;A0A1U8BG48;A0A1U8BG51;A0A1U8BG58;A0A1U8BJ32;A0A1U8BJ36;A0A1U8BJ39;A0A1U8BRQ1;A0A1U8BRQ8;A0A1U8BRR2;A0A1U8BSI0;A0A1U8BSI5;A0A1U8BSJ2;A0A3Q0CEJ7;A0A3Q0CJK8;A0A3Q0CJX7		FALSE	FALSE	SORBS2	O94875	8470		FALSE	TRUE	FALSE	TRUE	1	1
Asph	A0A1U7Q3V6;A0A1U7Q7K1;A0A1U7Q989;A0A1U7QIG9;A0A1U8BFX9;A0A1U8BGN9;A0A1U8BJJ2;A0A1U8BSA7;A0A1U8BT09	101826336	FALSE	FALSE	ASPH	Q12797	444	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
CUNH8orf46	A0A1U7Q3V7	101828615	FALSE	TRUE	CUNH8ORF46				FALSE	FALSE	FALSE	FALSE	0	1
Slco5a1	A0A1U7Q3V9	101832079	FALSE	TRUE	SLCO5A1	Q9H2Y9	81796		TRUE	FALSE	FALSE	TRUE	1	2
Tmem55a	A0A1U7Q3W8	101826945	FALSE	TRUE	TMEM55A				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833473	A0A1U7Q3X5	101833473	FALSE	TRUE	LOC101833473				FALSE	FALSE	FALSE	FALSE	0	1
Myh9	A0A1U7Q3X8	101844355	FALSE	TRUE	MYH9	P35579	4627	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
Ncf4	A0A1U7Q3X9	101823353	FALSE	TRUE	NCF4	Q15080	4689		FALSE	FALSE	FALSE	TRUE	0	2
Arsa	A0A1U7Q402	101839260	FALSE	TRUE	ARSA				FALSE	FALSE	FALSE	FALSE	0	1
