UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
A0A1U7Q2R4	101838273	Apba1	FALSE	TRUE	APBA1	Q02410	320		FALSE	TRUE	FALSE	TRUE	1	2
A0A1U7Q2S0	101827276	LOC101827276	FALSE	TRUE	LOC101827276				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q2S1	101828848	LOC101828848	FALSE	TRUE	LOC101828848				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q2S3	101832835	LOC101832835	FALSE	TRUE	LOC101832835				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q2S4	101834138	LOC101834138	FALSE	TRUE	LOC101834138				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q2S6	101838364	Tmem132a	FALSE	FALSE	TMEM132A	Q24JP5	54972	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7Q2T3	101827799	Stx5	FALSE	FALSE	STX5	Q13190	6811		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7Q2T9	101838621	Nrxn2	FALSE	FALSE	NRXN2	P58401;Q9P2S2	9379		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q2U1	101842388	Men1	FALSE	TRUE	MEN1	O00255	4221		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2V1	101837203	Cst6	FALSE	TRUE	CST6	Q15828	1474		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2V5	101822353	Sptbn2	FALSE	TRUE	SPTBN2	O15020	6712		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2V6	101823954	Lrfn4	TRUE	FALSE	LRFN4	Q6PJG9	78999		TRUE	FALSE	TRUE	TRUE	3	1
A0A1U7Q2V7	101826140	Ankrd13d	FALSE	TRUE	ANKRD13D	Q6ZTN6	338692		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2V8	101827540	Ppp1ca	FALSE	TRUE	PPP1CA	P62136	5499		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2W1		Unc93b1	FALSE	FALSE	UNC93B1	Q9H1C4	81622		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7Q2W2	101834506	Ppp6r3	FALSE	TRUE	PPP6R3	Q5H9R7	55291		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2W5	101840217	Cttn	FALSE	TRUE	CTTN	Q14247	2017		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2W6	101841577	Mrgpre	FALSE	FALSE	MRGPRE	Q86SM8	116534		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q2W7	101844599	Kcnq1	FALSE	TRUE	KCNQ1	P51787	3784		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2X9	101843984	LOC101843984	FALSE	TRUE	LOC101843984				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q2Y0	101822974	Sprn	FALSE	TRUE	SPRN	Q5BIV9	503542		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q2Y1	101824646	Caly	FALSE	TRUE	CALY	Q9NYX4	50632		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q2Z7	101832239	Tbc1d10b	FALSE	TRUE	TBC1D10B	Q4KMP7	26000		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2Z9	101823647	Kcnj6	FALSE	FALSE	KCNJ6	P48051	3763		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7Q308	101828143	Cacng3	FALSE	TRUE	CACNG3	O60359	10368		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q310	101833888	CUNH16orf52	FALSE	TRUE	CUNH16ORF52				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q312	101838537	Gpr139	FALSE	FALSE	GPR139	Q6DWJ6	124274		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q315	101827006	Thbs1	TRUE	TRUE	THBS1	P07996	7057	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	2
A0A1U7Q316	101831006	LOC101831006	FALSE	TRUE	LOC101831006				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q317	101833364	LOC101833364	FALSE	TRUE	LOC101833364				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q318	101837826	Cd59	FALSE	FALSE	CD59	P13987	966	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7Q320	101825880	LOC101825880	FALSE	TRUE	LOC101825880				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q321	101830388	LOC101830388	FALSE	TRUE	LOC101830388				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q322	101836941	LOC101836941	FALSE	TRUE	LOC101836941				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q323	101839616	LOC101839616	FALSE	TRUE	LOC101839616				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q324	101841761	LOC101841761	FALSE	TRUE	LOC101841761				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q326	101823695	LOC101823695	FALSE	TRUE	LOC101823695				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q329		LOC101837645	FALSE	TRUE	LOC101837645				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q335	101829121	Pcnx2	FALSE	FALSE	PCNX2	A6NKB5	80003		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7Q345	101825792	Grem1	TRUE	FALSE	GREM1	O60565	26585	1 - high confidence	FALSE	TRUE	TRUE	FALSE	4	0
A0A1U7Q348	101830652	LOC101830652	FALSE	TRUE	LOC101830652				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q349	101831986	LOC101831986	FALSE	TRUE	LOC101831986				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q350	101833557	LOC101833557	FALSE	TRUE	LOC101833557				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q351	101835641	Slc5a12	FALSE	FALSE	SLC5A12	Q1EHB4	159963		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q352	101837108	Lin7c	FALSE	TRUE	LIN7C	Q9NUP9	55327		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q361	101827891	Slc1a2	FALSE	FALSE	SLC1A2	P43004	6506		TRUE	FALSE	TRUE	TRUE	2	1
A0A1U7Q363	101832840	Ttc17	FALSE	TRUE	TTC17	Q96AE7	55761	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
A0A1U7Q372	101828326	LOC101828326	FALSE	TRUE	LOC101828326				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q373	101829931	LOC101829931	FALSE	TRUE	LOC101829931				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q374	101832064	LOC101832064	FALSE	TRUE	LOC101832064				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q375	101833639	LOC101833639	FALSE	TRUE	LOC101833639				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q376	101835206	LOC101835206	FALSE	TRUE	LOC101835206				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q377	101836766	LOC101836766	FALSE	TRUE	LOC101836766				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q378	101838900	LOC101838900	FALSE	TRUE	LOC101838900				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q379	101841038	LOC101841038	FALSE	TRUE	LOC101841038				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q380	101842395	LOC101842395	FALSE	TRUE	LOC101842395				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q381		LOC101843725	FALSE	TRUE	LOC101843725				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q382	101822709	LOC101822709	FALSE	TRUE	LOC101822709				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q383		LOC101824312	FALSE	TRUE	LOC101824312				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q385	101825883	LOC101825883	FALSE	TRUE	LOC101825883				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q387	101827724	LOC101827724	FALSE	TRUE	LOC101827724				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q388	101830393	LOC101830393	FALSE	TRUE	LOC101830393				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q389	101831987	LOC101831987	FALSE	TRUE	LOC101831987				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q390	101833300	LOC101833300	FALSE	TRUE	LOC101833300				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q391	101835116	LOC101835116	FALSE	TRUE	LOC101835116				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q392	101836668	LOC101836668	FALSE	TRUE	LOC101836668				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q393	101838015	LOC101838015	FALSE	TRUE	LOC101838015				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q394	101839619	LOC101839619	FALSE	TRUE	LOC101839619				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q395	101840975	LOC101840975	FALSE	TRUE	LOC101840975				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q396	101842305	P2rx3	FALSE	TRUE	P2RX3	P56373	5024		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3A6	101837648	Gpr155	FALSE	FALSE	GPR155	Q7Z3F1	151556	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7Q3B0	101824388	Scn3a	FALSE	TRUE	SCN3A	Q9NY46	6328		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3B6	101826056	Cd44	FALSE	FALSE	CD44	P16070	960	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7Q3C3	101836719	Adrb2	FALSE	TRUE	ADRB2	P07550	154	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q3C4	101843008	Gpr17	FALSE	FALSE	GPR17	Q13304	2840		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q3C6	101823514	Rit2	FALSE	TRUE	RIT2	Q99578	6014		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3D0	101831810	Dsc1	FALSE	TRUE	DSC1	Q08554	1823		TRUE	TRUE	FALSE	TRUE	2	2
A0A1U7Q3D4	101840769	Cd226	FALSE	FALSE	CD226	Q15762	10666	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7Q3D8		Tmx3	FALSE	FALSE	TMX3	Q96JJ7	54495	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A1U7Q3E1	101831631	Slc6a18	FALSE	TRUE	SLC6A18	Q96N87	348932		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3E9	101837566	Lysmd3	FALSE	TRUE	LYSMD3	Q7Z3D4	116068		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3F0	101840506	Snx18	FALSE	TRUE	SNX18	Q96RF0	112574		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3F2	101843449	Il31ra	FALSE	FALSE	IL31RA	Q8NI17	133396		TRUE	FALSE	TRUE	TRUE	2	1
A0A1U7Q3G0	101832071	Nln	FALSE	TRUE	NLN	Q9BYT8	57486		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3G6	101842400	Hexb	FALSE	FALSE	HEXB	P07686	3074	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7Q3G7	101844436	F2rl1	FALSE	FALSE	F2RL1	P55085	2150		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q3I5	101844077	Ptprk	FALSE	FALSE	PTPRK	Q15262	5796	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7Q3J7	101842481	Utrn	FALSE	TRUE	UTRN	P46939	7402		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3K1	101828870	Oprm1	FALSE	FALSE	OPRM1	P35372	4988		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q3K5		Cd4	FALSE	FALSE	CD4	P01730	920	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7Q3L1	101822363	Phb2	TRUE	FALSE	PHB2	Q99623	11331	3 - unspecific	FALSE	FALSE	TRUE	FALSE	3	0
A0A1U7Q3L3	101826942	Iqsec3	FALSE	TRUE	IQSEC3	Q9UPP2	440073		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3L7	101835994	Ret	FALSE	TRUE	RET	P07949	5979	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q3M4	101825024	Atp2b2	FALSE	FALSE	ATP2B2	Q01814	491		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q3N1	101836776	Itpr1	FALSE	FALSE	ITPR1	Q14643	3708	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7Q3N3	101841316	Cdh17	TRUE	TRUE	CDH17	Q12864	1015	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7Q3N9	101825995	Lgals3bp	FALSE	FALSE	LGALS3BP	Q08380	3959	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7Q3P1	101828343	Pnisr	FALSE	TRUE	PNISR	Q8TF01	25957		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3Q4	101841048	Dtnbp1	FALSE	FALSE	DTNBP1	Q96EV8	84062		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7Q3Q9	101827729	Ssr1	FALSE	FALSE	SSR1	P43307	6745	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7Q3R0	101829950	Nrn1	FALSE	TRUE	NRN1	Q9NPD7	51299		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3R9	101825114	Slc17a3	FALSE	TRUE	SLC17A3	O00476	10786		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3T4	101843735	Bag4	FALSE	TRUE	BAG4	O95429	9530		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3T7	101825809	Chrna6	FALSE	TRUE	CHRNA6	Q15825	8973		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3T8	101826239	Unc5d	FALSE	FALSE	UNC5D	Q6UXZ4	137970		TRUE	TRUE	TRUE	TRUE	3	1
A0A1U7Q3U5	101842219	Fat1	FALSE	TRUE	FAT1	Q14517	2195	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
A0A1U7Q3U6		Sorbs2	FALSE	FALSE	SORBS2	O94875	8470		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7Q3V6	101826336	Asph	FALSE	FALSE	ASPH	Q12797	444	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7Q3V7	101828615	CUNH8orf46	FALSE	TRUE	CUNH8ORF46				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q3V9	101832079	Slco5a1	FALSE	TRUE	SLCO5A1	Q9H2Y9	81796		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3W8	101826945	Tmem55a	FALSE	TRUE	TMEM55A				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q3X5	101833473	LOC101833473	FALSE	TRUE	LOC101833473				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q3X8	101844355	Myh9	FALSE	TRUE	MYH9	P35579	4627	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3X9	101823353	Ncf4	FALSE	TRUE	NCF4	Q15080	4689		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q402	101839260	Arsa	FALSE	TRUE	ARSA				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q404	101843026	Slc2a13	FALSE	TRUE	SLC2A13	Q96QE2	114134	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q409	101828520	Rapgef3	FALSE	TRUE	RAPGEF3	O95398	10411		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q413	101838833	Wnt1	TRUE	FALSE	WNT1	P04628	7471		FALSE	TRUE	TRUE	TRUE	3	1
A0A1U7Q414	101840786	Lmbr1l	FALSE	TRUE	LMBR1L	Q6UX01	55716		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q416	101822818	Aqp2	FALSE	TRUE	AQP2	P41181	359		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q440	101844529	LOC101844529	FALSE	TRUE	LOC101844529				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q441	101823528	LOC101823528	FALSE	TRUE	LOC101823528				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q442	101825121	LOC101825121	FALSE	TRUE	LOC101825121				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q447	101836182	Scimp	FALSE	TRUE	SCIMP	Q6UWF3	388325		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q451	101844629	LOC101844629	FALSE	TRUE	LOC101844629				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q454	101827218	Slc2a4	FALSE	FALSE	SLC2A4	P14672	6517	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7Q457	101833660	Atp1b2	TRUE	TRUE	ATP1B2	P14415	482	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7Q460	101837853	Gucy2d	FALSE	TRUE	GUCY2D	Q02846	3000		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q481	101832612	LOC101832612	FALSE	TRUE	LOC101832612				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q483	101836867	Gria1	FALSE	TRUE	GRIA1	P42261	2890		TRUE	TRUE	TRUE	TRUE	3	2
A0A1U7Q484	101839268	Slc36a1	FALSE	FALSE	SLC36A1	Q7Z2H8	206358		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7Q492	101833138	P2rx5	FALSE	TRUE	P2RX5	Q93086	5026		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q493	101838392	Cxcl16	FALSE	FALSE	CXCL16	Q9H2A7	58191	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7Q497	101834347	LOC101834347	FALSE	TRUE	LOC101834347				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4A8	101836594	Lum	FALSE	FALSE	LUM	P51884	4060	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7Q4B0	101842136	Ppfia2	FALSE	FALSE	PPFIA2	O75334	8499		FALSE	TRUE	TRUE	FALSE	2	0
A0A1U7Q4B1	101844895	Ptprq	FALSE	FALSE	PTPRQ	Q9UMZ3		1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7Q4C5	101841060	Ambn	FALSE	FALSE	AMBN	Q9NP70	258		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7Q4C8	101823001	Ythdc1	FALSE	TRUE	YTHDC1	Q96MU7	91746		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4D0	101824412	Epha5	FALSE	TRUE	EPHA5	P54756	2044	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7Q4D1	101827038	Ncam2	FALSE	FALSE	NCAM2	O15394	4685	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
A0A1U7Q4D5	101843668	LOC101843668	FALSE	TRUE	LOC101843668				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4E4	101830818	CUNH9orf135	FALSE	TRUE	CUNH9ORF135				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4E6	101834768	Pcsk5	FALSE	FALSE	PCSK5	Q92824	5125		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7Q4F1	101822791	LOC101822791	FALSE	TRUE	LOC101822791				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4F4	101830054	Eif5	FALSE	TRUE	EIF5	P55010	1983		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4G2	101837939	Bdkrb2	FALSE	TRUE	BDKRB2	P30411	624		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4H0	101823265	Itpk1	FALSE	TRUE	ITPK1	Q13572	3705		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4H2	101824518	Slc24a4	FALSE	TRUE	SLC24A4	Q8NFF2	123041		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4H7		Adrb1	FALSE	TRUE	ADRB1	P08588	153		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4I9	101841031	Sorcs1	FALSE	FALSE	SORCS1	Q8WY21	114815	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7Q4K1	101830284	Fgf8	FALSE	FALSE	FGF8	P55075	2253		FALSE	FALSE	TRUE	TRUE	1	1
A0A1U7Q4K2	101843845	Duoxa1	FALSE	TRUE	DUOXA1	Q1HG43	90527		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4K6	101823980	Sema6d	FALSE	FALSE	SEMA6D	Q8NFY4	80031		TRUE	FALSE	TRUE	TRUE	2	1
