UniProt	GeneID	Gene Name	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
A6ND48	401994	OR14I1		TRUE	FALSE	FALSE	TRUE	1
A6NDA9	340745	LRIT2		TRUE	FALSE	FALSE	FALSE	1
A6NDH6	403274	OR5H15		TRUE	FALSE	FALSE	TRUE	1
A6NDL8	403284	OR6C68		TRUE	FALSE	FALSE	TRUE	1
A6NDP7	255275	MYADML2		TRUE	FALSE	FALSE	FALSE	1
A6NDV4	51754	TMEM8B		TRUE	TRUE	TRUE	TRUE	3
A6NET4	403277	OR5K3		TRUE	FALSE	FALSE	TRUE	1
A6NF34	195977	ANTXRL		TRUE	FALSE	TRUE	TRUE	2
A6NF89	283365	OR6C6		TRUE	FALSE	FALSE	TRUE	1
A6NFA1	388630	TRABD2B		TRUE	FALSE	FALSE	TRUE	1
A6NFC5	283999	TMEM235		TRUE	FALSE	FALSE	TRUE	1
A6NFX1	388931	MFSD2B		TRUE	FALSE	FALSE	TRUE	1
A6NGN9	402665	IGLON5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
A6NGU5		GGT3P	3 - unspecific	TRUE	FALSE	FALSE	TRUE	2
A6NGW2		STRCP1		FALSE	FALSE	TRUE	FALSE	1
A6NGY5		OR51F1		TRUE	FALSE	FALSE	TRUE	1
A6NH00	343172	OR2T8		TRUE	FALSE	FALSE	TRUE	1
A6NH21	619189	SERINC4		TRUE	FALSE	FALSE	FALSE	1
A6NHA9	119749	OR4C46		TRUE	FALSE	FALSE	TRUE	1
A6NHG9	403273	OR5H14		TRUE	FALSE	FALSE	TRUE	1
A6NHS7	100287284	MANSC4		TRUE	FALSE	FALSE	FALSE	1
A6NI73	353514	LILRA5	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
A6NIJ9	390327	OR6C70		TRUE	FALSE	FALSE	TRUE	1
A6NIM6	729025	SLC15A5		TRUE	FALSE	FALSE	FALSE	1
A6NJW9		CD8B2		TRUE	FALSE	TRUE	TRUE	2
A6NJZ3	403282	OR6C65		TRUE	FALSE	FALSE	TRUE	1
A6NK97		SLC22A20P		TRUE	FALSE	FALSE	FALSE	1
A6NKB5	80003	PCNX2		TRUE	FALSE	FALSE	FALSE	1
A6NKK0	26341	OR5H1		TRUE	FALSE	FALSE	TRUE	1
A6NKL6	645369	TMEM200C	2 - putative	FALSE	FALSE	FALSE	FALSE	1
A6NL08	390323	OR6C75		TRUE	FALSE	FALSE	TRUE	1
A6NL26	219968	OR5B21		TRUE	FALSE	FALSE	TRUE	1
A6NL88	729956	SHISA7		TRUE	FALSE	FALSE	TRUE	1
A6NM03	338755	OR2AG2		TRUE	FALSE	FALSE	TRUE	1
A6NM11	474170	LRRC37A2		TRUE	FALSE	FALSE	FALSE	1
A6NM45	100132463	CLDN24		TRUE	FALSE	FALSE	TRUE	1
A6NM76	390326	OR6C76		TRUE	FALSE	FALSE	TRUE	1
A6NMB1		SIGLEC16		TRUE	FALSE	FALSE	TRUE	1
A6NMS3	403278	OR5K4		TRUE	FALSE	FALSE	TRUE	1
A6NMS7	9884	LRRC37A		TRUE	FALSE	FALSE	FALSE	1
A6NMU1		OR52A4P		TRUE	FALSE	FALSE	TRUE	1
A6NMZ5		OR4C45		TRUE	FALSE	FALSE	TRUE	1
A6NMZ7	131873	COL6A6	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
A6NND4	341152	OR2AT4		TRUE	FALSE	FALSE	TRUE	1
A6NNN8	146167	SLC38A8		TRUE	FALSE	FALSE	FALSE	1
A7KAX9	9743	ARHGAP32		FALSE	TRUE	FALSE	FALSE	1
A7MBM2	85455	DISP2	2 - putative	TRUE	FALSE	FALSE	TRUE	2
A8MPY1	200959	GABRR3		TRUE	FALSE	FALSE	TRUE	1
A8MUP6	644070	GSG1L2		TRUE	FALSE	FALSE	TRUE	1
A8MVS5	255809	HIDE1		TRUE	FALSE	FALSE	FALSE	1
A8MVW0	284069	FAM171A2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
A8MVW5	253012	HEPACAM2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
A8MVZ5		BTNL10		TRUE	FALSE	TRUE	TRUE	2
A8MWY0	222223	ELAPOR2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
A8MXK1	387804	VSTM5		TRUE	FALSE	FALSE	TRUE	1
A8TX70	256076	COL6A5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
B0FP48	100134938	UPK3BL1		TRUE	FALSE	FALSE	FALSE	1
B2RN74	440153	OR11H12		TRUE	FALSE	FALSE	TRUE	1
B2RUZ4	388588	SMIM1		FALSE	FALSE	TRUE	TRUE	1
B3SHH9	283953	TMEM114		TRUE	FALSE	FALSE	TRUE	1
B4DS77	729993	SHISA9		TRUE	FALSE	FALSE	TRUE	1
B6A8C7	441864	TARM1		TRUE	FALSE	FALSE	TRUE	1
B6SEH8	147664	ERVV-1		TRUE	FALSE	FALSE	FALSE	1
B6SEH9	100271846	ERVV-2		TRUE	FALSE	FALSE	FALSE	1
B7Z8K6		TRDC		FALSE	FALSE	TRUE	TRUE	1
B8ZZ34	440829	SHISA8		TRUE	FALSE	FALSE	TRUE	1
B9A064	100423062	IGLL5		FALSE	FALSE	TRUE	TRUE	1
D3W0D1	100431172	KLRF2		TRUE	FALSE	FALSE	TRUE	1
E2RYF6	100507679	MUC22		TRUE	FALSE	FALSE	FALSE	1
F2Z333	643988	FNDC10		TRUE	FALSE	FALSE	FALSE	1
F5H4A9	401097	C3orf80		TRUE	FALSE	FALSE	FALSE	1
G3V0H7	338821	SLCO1B7		TRUE	FALSE	FALSE	TRUE	1
H3BS89	100507421	TMEM178B		TRUE	FALSE	FALSE	FALSE	1
I3L273	100507003	GFY		TRUE	FALSE	FALSE	FALSE	1
O00116	8540	AGPS	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O00144	8326	FZD9		TRUE	TRUE	TRUE	TRUE	3
O00155	2848	GPR25		TRUE	FALSE	FALSE	TRUE	1
O00161	8773	SNAP23		FALSE	TRUE	FALSE	TRUE	1
O00186	6814	STXBP3		FALSE	TRUE	FALSE	TRUE	1
O00189	9179	AP4M1		FALSE	TRUE	FALSE	FALSE	1
O00192	421	ARVCF		FALSE	TRUE	FALSE	TRUE	1
O00203	8546	AP3B1		FALSE	TRUE	FALSE	FALSE	1
O00206	7099	TLR4	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
O00220	8797	TNFRSF10A		TRUE	FALSE	TRUE	TRUE	2
O00222	2918	GRM8		TRUE	FALSE	FALSE	TRUE	1
O00241	10326	SIRPB1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
O00254	2151	F2RL2		TRUE	FALSE	FALSE	TRUE	1
O00264	10857	PGRMC1		FALSE	TRUE	FALSE	TRUE	1
O00270	2853	GPR31		TRUE	FALSE	FALSE	TRUE	1
O00300	4982	TNFRSF11B	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
O00322	11045	UPK1A		TRUE	FALSE	TRUE	TRUE	2
O00337	9154	SLC28A1		TRUE	FALSE	FALSE	TRUE	1
O00341	6512	SLC1A7		TRUE	FALSE	FALSE	TRUE	1
O00391	5768	QSOX1	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
O00398	27334	P2RY10	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O00400	9197	SLC33A1		TRUE	FALSE	FALSE	TRUE	1
O00421	9034	CCRL2		TRUE	FALSE	TRUE	TRUE	2
O00445	6861	SYT5		FALSE	TRUE	FALSE	TRUE	1
O00451	2675	GFRA2	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
O00461	27333	GOLIM4	2 - putative	FALSE	FALSE	FALSE	FALSE	1
O00468	375790	AGRN	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
O00469	5352	PLOD2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O00478	10384	BTN3A3	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
O00481	11119	BTN3A1		TRUE	FALSE	TRUE	TRUE	2
O00526	7379	UPK2		TRUE	FALSE	FALSE	TRUE	1
O00533	10752	CHL1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O00548	28514	DLL1		TRUE	FALSE	FALSE	TRUE	1
O00555	773	CACNA1A		FALSE	TRUE	FALSE	TRUE	1
O00567	10528	NOP56	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O00574	10663	CXCR6		TRUE	FALSE	TRUE	TRUE	2
O00587	4242	MFNG	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O00590	1238	ACKR2		TRUE	FALSE	TRUE	TRUE	2
O00591	2568	GABRP		TRUE	FALSE	FALSE	TRUE	1
O00592	5420	PODXL	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O00602	2219	FCN1		FALSE	FALSE	TRUE	TRUE	1
O00622	3491	CCN1		FALSE	TRUE	FALSE	FALSE	1
O00634	4917	NTN3	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
O00754	4125	MAN2B1	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O00755	7476	WNT7A		FALSE	TRUE	TRUE	TRUE	2
O14493	1364	CLDN4		TRUE	FALSE	FALSE	TRUE	1
O14494	8611	PLPP1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O14495	8613	PLPP3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O14498	3671	ISLR	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
O14511	9542	NRG2		TRUE	FALSE	FALSE	TRUE	1
O14514	575	ADGRB1		TRUE	TRUE	FALSE	TRUE	2
O14522	11122	PTPRT		TRUE	TRUE	TRUE	TRUE	3
O14524	23306	NEMP1	2 - putative	TRUE	FALSE	FALSE	FALSE	2
O14525	460	ASTN1		TRUE	FALSE	TRUE	TRUE	2
O14556	26330	GAPDHS	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O14559	115703	ARHGAP33		FALSE	TRUE	FALSE	TRUE	1
O14579	11316	COPE		FALSE	TRUE	FALSE	FALSE	1
O14581	26333	OR7A17		TRUE	FALSE	FALSE	TRUE	1
O14617	8943	AP3D1		FALSE	TRUE	FALSE	FALSE	1
O14626	29909	GPR171		TRUE	FALSE	FALSE	TRUE	1
O14638	5169	ENPP3	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
O14656	1861	TOR1A		FALSE	TRUE	FALSE	FALSE	1
O14657	27348	TOR1B	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O14672	102	ADAM10	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
O14718	10692	RRH		TRUE	FALSE	FALSE	TRUE	1
O14763	8795	TNFRSF10B		FALSE	FALSE	TRUE	TRUE	1
O14764	2563	GABRD		TRUE	FALSE	FALSE	TRUE	1
O14773	1200	TPP1	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O14786	8829	NRP1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
O14788	8600	TNFSF11		TRUE	FALSE	FALSE	TRUE	1
O14798	8794	TNFRSF10C		TRUE	FALSE	TRUE	TRUE	2
O14804	9038	TAAR5		TRUE	FALSE	FALSE	TRUE	1
O14817	7106	TSPAN4	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O14836	23495	TNFRSF13B	2 - putative	TRUE	TRUE	FALSE	TRUE	3
O14842	2864	FFAR1		TRUE	FALSE	FALSE	TRUE	1
O14843	2865	FFAR3		TRUE	FALSE	FALSE	TRUE	1
O14894	9032	TM4SF5		TRUE	FALSE	FALSE	TRUE	1
O14917	27253	PCDH17	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O14931	259197	NCR3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O14944	2069	EREG		TRUE	FALSE	FALSE	TRUE	1
O15031	23654	PLXNB2	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
O15078	80184	CEP290		FALSE	TRUE	FALSE	FALSE	1
O15118	4864	NPC1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O15146	4593	MUSK		TRUE	FALSE	FALSE	TRUE	1
O15165	753	LDLRAD4		TRUE	FALSE	FALSE	FALSE	1
O15197	2051	EPHB6		TRUE	FALSE	FALSE	TRUE	1
O15218	11318	GPR182		TRUE	FALSE	FALSE	TRUE	1
O15230	3911	LAMA5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
O15244	6582	SLC22A2		TRUE	FALSE	FALSE	TRUE	1
O15245	6580	SLC22A1		TRUE	FALSE	FALSE	TRUE	1
O15258	11079	RER1		FALSE	FALSE	TRUE	TRUE	1
O15303	2916	GRM6		TRUE	FALSE	FALSE	TRUE	1
O15321	10548	TM9SF1	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
O15354	2861	GPR37		TRUE	FALSE	FALSE	TRUE	1
O15374	9122	SLC16A4		TRUE	FALSE	FALSE	TRUE	1
O15375	9121	SLC16A5		TRUE	FALSE	FALSE	TRUE	1
O15389	8778	SIGLEC5	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O15394	4685	NCAM2	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
O15399	2906	GRIN2D		TRUE	FALSE	FALSE	TRUE	1
O15400	8417	STX7		FALSE	TRUE	FALSE	TRUE	1
O15403	9120	SLC16A6		TRUE	FALSE	FALSE	TRUE	1
O15431	1317	SLC31A1		TRUE	FALSE	FALSE	TRUE	1
O15438	8714	ABCC3		TRUE	FALSE	FALSE	TRUE	1
O15439	10257	ABCC4	2 - putative	TRUE	FALSE	TRUE	TRUE	3
O15440	10057	ABCC5	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O15455	7098	TLR3	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
O15460	8974	P4HA2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O15484	726	CAPN5		FALSE	FALSE	TRUE	FALSE	1
O15520	2255	FGF10		FALSE	TRUE	TRUE	TRUE	2
O15529	2866	GPR42		TRUE	FALSE	FALSE	TRUE	1
O15537	6247	RS1		FALSE	TRUE	FALSE	TRUE	1
O15547	9127	P2RX6		TRUE	FALSE	FALSE	TRUE	1
O15551	1365	CLDN3		TRUE	FALSE	FALSE	TRUE	1
O15552	2867	FFAR2		TRUE	FALSE	FALSE	TRUE	1
O42043		ERVK-18		TRUE	FALSE	FALSE	TRUE	1
O43155	23768	FLRT2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O43157	5364	PLXNB1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O43184	8038	ADAM12	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O43187	3656	IRAK2		FALSE	TRUE	FALSE	TRUE	1
O43193	2862	MLNR		TRUE	FALSE	FALSE	TRUE	1
O43194	2863	GPR39	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O43246	6545	SLC7A4		TRUE	FALSE	FALSE	FALSE	1
O43280	11181	TREH		TRUE	FALSE	FALSE	TRUE	1
O43286	9334	B4GALT5	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O43291	10653	SPINT2		TRUE	FALSE	FALSE	TRUE	1
O43294	7041	TGFB1I1		FALSE	TRUE	FALSE	TRUE	1
O43300	26045	LRRTM2		TRUE	FALSE	FALSE	TRUE	1
O43306	112	ADCY6	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O43312	9788	MTSS1		FALSE	TRUE	FALSE	FALSE	1
O43315	366	AQP9		TRUE	FALSE	FALSE	TRUE	1
O43424	2895	GRID2		TRUE	FALSE	FALSE	TRUE	1
O43462	51360	MBTPS2	2 - putative	FALSE	FALSE	FALSE	FALSE	1
O43490	8842	PROM1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
O43493	10618	TGOLN2		TRUE	FALSE	FALSE	TRUE	1
O43497	8913	CACNA1G		TRUE	TRUE	FALSE	TRUE	2
O43505	11041	B4GAT1	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O43506	8748	ADAM20		TRUE	FALSE	FALSE	TRUE	1
O43511	5172	SLC26A4		TRUE	FALSE	FALSE	TRUE	1
O43525	3786	KCNQ3		FALSE	FALSE	TRUE	TRUE	1
O43529	9486	CHST10		FALSE	TRUE	FALSE	FALSE	1
O43556	8910	SGCE	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O43567	11342	RNF13	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
O43570	771	CA12	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O43581	9066	SYT7		FALSE	TRUE	FALSE	TRUE	1
O43603	8811	GALR2		TRUE	FALSE	FALSE	TRUE	1
O43613	3061	HCRTR1		TRUE	FALSE	FALSE	TRUE	1
O43614	3062	HCRTR2		TRUE	FALSE	FALSE	TRUE	1
O43653	8000	PSCA		TRUE	FALSE	FALSE	TRUE	1
O43657	7105	TSPAN6	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O43688	8612	PLPP2	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O43699	946	SIGLEC6	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O43707	81	ACTN4	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O43747	164	AP1G1		FALSE	TRUE	FALSE	FALSE	1
O43749	4992	OR1F1		TRUE	FALSE	FALSE	TRUE	1
O43752	10228	STX6		FALSE	TRUE	FALSE	TRUE	1
O43826	2542	SLC37A4		TRUE	FALSE	FALSE	FALSE	1
O43847	4898	NRDC		FALSE	TRUE	TRUE	FALSE	2
O43852	813	CALU	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
O43866	922	CD5L		FALSE	FALSE	TRUE	TRUE	1
O43868	9153	SLC28A2		TRUE	FALSE	FALSE	TRUE	1
O43869	26696	OR2T1		TRUE	FALSE	FALSE	TRUE	1
O43895	7512	XPNPEP2		TRUE	FALSE	FALSE	TRUE	1
O43897	7092	TLL1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
O43909	2137	EXTL3	2 - putative	FALSE	FALSE	FALSE	FALSE	1
O43914	7305	TYROBP		FALSE	FALSE	TRUE	TRUE	1
O43921	1943	EFNA2		TRUE	FALSE	FALSE	TRUE	1
O43934	79157	MFSD11		TRUE	FALSE	FALSE	FALSE	1
O60235	9407	TMPRSS11D		TRUE	FALSE	FALSE	TRUE	1
O60241	576	ADGRB2		TRUE	FALSE	FALSE	TRUE	1
O60242	577	ADGRB3		TRUE	FALSE	FALSE	TRUE	1
O60243	9394	HS6ST1	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
O60245	5099	PCDH7	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O60266	109	ADCY3	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O60279	26032	SUSD5	1 - high confidence	TRUE	TRUE	FALSE	FALSE	3
O60309	374819	LRRC37A3		TRUE	FALSE	FALSE	FALSE	1
O60330	26025	PCDHGA12	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O60353	8323	FZD6		TRUE	FALSE	TRUE	TRUE	2
O60359	10368	CACNG3		TRUE	FALSE	FALSE	TRUE	1
O60391	116444	GRIN3B		TRUE	FALSE	FALSE	TRUE	1
O60403	26538	OR10H2		TRUE	FALSE	FALSE	TRUE	1
O60404	26532	OR10H3		TRUE	FALSE	FALSE	TRUE	1
O60412	26658	OR7C2		TRUE	FALSE	FALSE	TRUE	1
O60431	126370	OR1I1		TRUE	FALSE	FALSE	TRUE	1
O60449	100526664;4065	LY75	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
O60462	8828	NRP2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O60469	1826	DSCAM		TRUE	FALSE	FALSE	TRUE	1
O60478	7107	GPR137B		TRUE	FALSE	FALSE	TRUE	1
O60486	10154	PLXNC1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O60487	10205	MPZL2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
O60494	8029	CUBN		FALSE	TRUE	TRUE	TRUE	2
O60499	8677	STX10		FALSE	TRUE	FALSE	FALSE	1
O60500	4868	NPHS1		TRUE	FALSE	FALSE	TRUE	1
O60503	115	ADCY9	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O60504	10174	SORBS3		FALSE	TRUE	FALSE	FALSE	1
O60512	8703	B4GALT3	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O60565	26585	GREM1	1 - high confidence	FALSE	TRUE	TRUE	FALSE	3
O60568	8985	PLOD3	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
O60602	7100	TLR5		TRUE	FALSE	FALSE	TRUE	1
O60603	7097	TLR2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
O60609	2676	GFRA3		TRUE	TRUE	TRUE	TRUE	3
O60635	10103	TSPAN1	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O60636	10100	TSPAN2	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O60637	10099	TSPAN3	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O60656	54600	UGT1A9	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
O60664	10226	PLIN3		FALSE	TRUE	FALSE	FALSE	1
O60669	9194	SLC16A7		TRUE	FALSE	FALSE	TRUE	1
O60676	10047	CST8		FALSE	TRUE	TRUE	FALSE	2
O60687	27286	SRPX2		FALSE	FALSE	TRUE	TRUE	1
O60706	10060	ABCC9		TRUE	FALSE	FALSE	TRUE	1
O60711	9404	LPXN		FALSE	TRUE	FALSE	TRUE	1
O60755	8484	GALR3		TRUE	FALSE	FALSE	TRUE	1
O60779	10560	SLC19A2	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O60840	778	CACNA1F		FALSE	TRUE	FALSE	TRUE	1
O60883	9283	GPR37L1		TRUE	FALSE	FALSE	TRUE	1
O60894	10267	RAMP1		FALSE	TRUE	TRUE	TRUE	2
O60895	10266	RAMP2		TRUE	TRUE	TRUE	TRUE	3
O60896	10268	RAMP3	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
O60911	1515	CTSV	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
O60931	1497	CTNS	2 - putative	TRUE	FALSE	FALSE	TRUE	2
O60939	6327	SCN2B	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O71037		ERVK-19		TRUE	FALSE	FALSE	TRUE	1
O75015	2215	FCGR3B	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O75019	11024	LILRA1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
O75022	102725035;107987462	LILRB3		TRUE	FALSE	FALSE	TRUE	1
O75023	10990	LILRB5		TRUE	FALSE	FALSE	FALSE	1
O75051	5362	PLXNA2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
