UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
A0A1U7Q2W2	101834506	Ppp6r3	FALSE	TRUE	PPP6R3	Q5H9R7	55291		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2W5	101840217	Cttn	FALSE	TRUE	CTTN	Q14247	2017		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2W7	101844599	Kcnq1	FALSE	TRUE	KCNQ1	P51787	3784		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q2X9	101843984	LOC101843984	FALSE	TRUE	LOC101843984				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q2Y0	101822974	Sprn	FALSE	TRUE	SPRN	Q5BIV9	503542		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q2Y1	101824646	Caly	FALSE	TRUE	CALY	Q9NYX4	50632		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q2Z7	101832239	Tbc1d10b	FALSE	TRUE	TBC1D10B	Q4KMP7	26000		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q308	101828143	Cacng3	FALSE	TRUE	CACNG3	O60359	10368		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q310	101833888	CUNH16orf52	FALSE	TRUE	CUNH16ORF52				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q315	101827006	Thbs1	TRUE	TRUE	THBS1	P07996	7057	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	2
A0A1U7Q316	101831006	LOC101831006	FALSE	TRUE	LOC101831006				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q317	101833364	LOC101833364	FALSE	TRUE	LOC101833364				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q320	101825880	LOC101825880	FALSE	TRUE	LOC101825880				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q321	101830388	LOC101830388	FALSE	TRUE	LOC101830388				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q322	101836941	LOC101836941	FALSE	TRUE	LOC101836941				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q323	101839616	LOC101839616	FALSE	TRUE	LOC101839616				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q324	101841761	LOC101841761	FALSE	TRUE	LOC101841761				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q326	101823695	LOC101823695	FALSE	TRUE	LOC101823695				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q329		LOC101837645	FALSE	TRUE	LOC101837645				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q348	101830652	LOC101830652	FALSE	TRUE	LOC101830652				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q349	101831986	LOC101831986	FALSE	TRUE	LOC101831986				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q350	101833557	LOC101833557	FALSE	TRUE	LOC101833557				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q352	101837108	Lin7c	FALSE	TRUE	LIN7C	Q9NUP9	55327		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q363	101832840	Ttc17	FALSE	TRUE	TTC17	Q96AE7	55761	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
A0A1U7Q372	101828326	LOC101828326	FALSE	TRUE	LOC101828326				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q373	101829931	LOC101829931	FALSE	TRUE	LOC101829931				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q374	101832064	LOC101832064	FALSE	TRUE	LOC101832064				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q375	101833639	LOC101833639	FALSE	TRUE	LOC101833639				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q376	101835206	LOC101835206	FALSE	TRUE	LOC101835206				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q377	101836766	LOC101836766	FALSE	TRUE	LOC101836766				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q378	101838900	LOC101838900	FALSE	TRUE	LOC101838900				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q379	101841038	LOC101841038	FALSE	TRUE	LOC101841038				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q380	101842395	LOC101842395	FALSE	TRUE	LOC101842395				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q381		LOC101843725	FALSE	TRUE	LOC101843725				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q382	101822709	LOC101822709	FALSE	TRUE	LOC101822709				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q383		LOC101824312	FALSE	TRUE	LOC101824312				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q385	101825883	LOC101825883	FALSE	TRUE	LOC101825883				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q387	101827724	LOC101827724	FALSE	TRUE	LOC101827724				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q388	101830393	LOC101830393	FALSE	TRUE	LOC101830393				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q389	101831987	LOC101831987	FALSE	TRUE	LOC101831987				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q390	101833300	LOC101833300	FALSE	TRUE	LOC101833300				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q391	101835116	LOC101835116	FALSE	TRUE	LOC101835116				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q392	101836668	LOC101836668	FALSE	TRUE	LOC101836668				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q393	101838015	LOC101838015	FALSE	TRUE	LOC101838015				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q394	101839619	LOC101839619	FALSE	TRUE	LOC101839619				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q395	101840975	LOC101840975	FALSE	TRUE	LOC101840975				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q396	101842305	P2rx3	FALSE	TRUE	P2RX3	P56373	5024		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3B0	101824388	Scn3a	FALSE	TRUE	SCN3A	Q9NY46	6328		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3C3	101836719	Adrb2	FALSE	TRUE	ADRB2	P07550	154	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q3C6	101823514	Rit2	FALSE	TRUE	RIT2	Q99578	6014		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3D0	101831810	Dsc1	FALSE	TRUE	DSC1	Q08554	1823		TRUE	TRUE	FALSE	TRUE	2	2
A0A1U7Q3E1	101831631	Slc6a18	FALSE	TRUE	SLC6A18	Q96N87	348932		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3E9	101837566	Lysmd3	FALSE	TRUE	LYSMD3	Q7Z3D4	116068		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3F0	101840506	Snx18	FALSE	TRUE	SNX18	Q96RF0	112574		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3G0	101832071	Nln	FALSE	TRUE	NLN	Q9BYT8	57486		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3J7	101842481	Utrn	FALSE	TRUE	UTRN	P46939	7402		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3L3	101826942	Iqsec3	FALSE	TRUE	IQSEC3	Q9UPP2	440073		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3L7	101835994	Ret	FALSE	TRUE	RET	P07949	5979	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q3N3	101841316	Cdh17	TRUE	TRUE	CDH17	Q12864	1015	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7Q3P1	101828343	Pnisr	FALSE	TRUE	PNISR	Q8TF01	25957		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3R0	101829950	Nrn1	FALSE	TRUE	NRN1	Q9NPD7	51299		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3R9	101825114	Slc17a3	FALSE	TRUE	SLC17A3	O00476	10786		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3T4	101843735	Bag4	FALSE	TRUE	BAG4	O95429	9530		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q3T7	101825809	Chrna6	FALSE	TRUE	CHRNA6	Q15825	8973		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3U5	101842219	Fat1	FALSE	TRUE	FAT1	Q14517	2195	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
A0A1U7Q3V7	101828615	CUNH8orf46	FALSE	TRUE	CUNH8ORF46				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q3V9	101832079	Slco5a1	FALSE	TRUE	SLCO5A1	Q9H2Y9	81796		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3W8	101826945	Tmem55a	FALSE	TRUE	TMEM55A				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q3X5	101833473	LOC101833473	FALSE	TRUE	LOC101833473				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q3X8	101844355	Myh9	FALSE	TRUE	MYH9	P35579	4627	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
A0A1U7Q3X9	101823353	Ncf4	FALSE	TRUE	NCF4	Q15080	4689		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q402	101839260	Arsa	FALSE	TRUE	ARSA				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q404	101843026	Slc2a13	FALSE	TRUE	SLC2A13	Q96QE2	114134	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q409	101828520	Rapgef3	FALSE	TRUE	RAPGEF3	O95398	10411		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q414	101840786	Lmbr1l	FALSE	TRUE	LMBR1L	Q6UX01	55716		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q416	101822818	Aqp2	FALSE	TRUE	AQP2	P41181	359		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q440	101844529	LOC101844529	FALSE	TRUE	LOC101844529				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q441	101823528	LOC101823528	FALSE	TRUE	LOC101823528				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q442	101825121	LOC101825121	FALSE	TRUE	LOC101825121				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q447	101836182	Scimp	FALSE	TRUE	SCIMP	Q6UWF3	388325		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q451	101844629	LOC101844629	FALSE	TRUE	LOC101844629				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q457	101833660	Atp1b2	TRUE	TRUE	ATP1B2	P14415	482	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7Q460	101837853	Gucy2d	FALSE	TRUE	GUCY2D	Q02846	3000		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q481	101832612	LOC101832612	FALSE	TRUE	LOC101832612				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q483	101836867	Gria1	FALSE	TRUE	GRIA1	P42261	2890		TRUE	TRUE	TRUE	TRUE	3	2
A0A1U7Q492	101833138	P2rx5	FALSE	TRUE	P2RX5	Q93086	5026		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q497	101834347	LOC101834347	FALSE	TRUE	LOC101834347				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4C8	101823001	Ythdc1	FALSE	TRUE	YTHDC1	Q96MU7	91746		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4D0	101824412	Epha5	FALSE	TRUE	EPHA5	P54756	2044	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7Q4D5	101843668	LOC101843668	FALSE	TRUE	LOC101843668				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4E4	101830818	CUNH9orf135	FALSE	TRUE	CUNH9ORF135				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4F1	101822791	LOC101822791	FALSE	TRUE	LOC101822791				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4F4	101830054	Eif5	FALSE	TRUE	EIF5	P55010	1983		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4G2	101837939	Bdkrb2	FALSE	TRUE	BDKRB2	P30411	624		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4H0	101823265	Itpk1	FALSE	TRUE	ITPK1	Q13572	3705		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4H2	101824518	Slc24a4	FALSE	TRUE	SLC24A4	Q8NFF2	123041		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4H7		Adrb1	FALSE	TRUE	ADRB1	P08588	153		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4K2	101843845	Duoxa1	FALSE	TRUE	DUOXA1	Q1HG43	90527		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4L5	101834443	Mal	FALSE	TRUE	MAL	P21145	4118		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4M3	101827713	Blnk	FALSE	TRUE	BLNK	Q8WV28	29760		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q4N0	101829062	Prnp	TRUE	TRUE	PRNP	F7VJQ1;P04156	5621	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7Q4P9	101834769	Kcnv2	FALSE	TRUE	KCNV2	Q8TDN2	169522		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4R5	101827797	LOC101827797	FALSE	TRUE	LOC101827797				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4R6	101833834	Otop1	FALSE	TRUE	OTOP1	Q7RTM1	133060		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4R7	101829651	LOC101829651	FALSE	TRUE	LOC101829651				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4S1	101833099	LOC101833099	FALSE	TRUE	LOC101833099				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q4S5	101836488	Ms4a1	TRUE	TRUE	MS4A1	P11836	931	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7Q4S6	101842237	Adra2c	FALSE	TRUE	ADRA2C	P18825	152	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q4T4	101826351	Fgfr3	FALSE	TRUE	FGFR3	P22607	2261	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7Q4U1	101828505	Chrm1	FALSE	TRUE	CHRM1	P11229	1128		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q4W1	101843536	Ehd1	FALSE	TRUE	EHD1	Q9H4M9	10938		FALSE	TRUE	FALSE	TRUE	1	2
A0A1U7Q511	101838895	Ano1	FALSE	TRUE	ANO1	Q5XXA6	55107		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q520	101830682	LOC101830682	FALSE	TRUE	LOC101830682				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q527	101833885	Tspan4	FALSE	TRUE	TSPAN4	O14817	7106	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q530	101825730	LOC101825730	FALSE	TRUE	LOC101825730				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q533	101838968	Hras	FALSE	TRUE	HRAS	P01112	3265		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q536	101844240	LOC101844240	FALSE	TRUE	LOC101844240				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q549	101827837	Panx3	FALSE	TRUE	PANX3	Q96QZ0	116337		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q551	101829964	LOC101829964	FALSE	TRUE	LOC101829964				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q553	101831838	LOC101831838	FALSE	TRUE	LOC101831838				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q555	101833321	LOC101833321	FALSE	TRUE	LOC101833321				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q557	101835311	LOC101835311	FALSE	TRUE	LOC101835311				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q559	101837138	LOC101837138	FALSE	TRUE	LOC101837138				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q561	101839012	LOC101839012	FALSE	TRUE	LOC101839012				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q562	101843173	Itgam	FALSE	TRUE	ITGAM	P11215	3684	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7Q563	101840356	LOC101840356	FALSE	TRUE	LOC101840356				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q565	101841704	LOC101841704	FALSE	TRUE	LOC101841704				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q569	101823009	Crtam	FALSE	TRUE	CRTAM	O95727	56253		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q573	101830558	Itgal	TRUE	TRUE	ITGAL	P20701	3683	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7Q574	101828631	C2cd2l	FALSE	TRUE	C2CD2L	O14523	9854		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q588	101839994	Sidt2	FALSE	TRUE	SIDT2	Q8NBJ9	51092	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q590	101842864	Cadm1	FALSE	TRUE	CADM1	Q9BY67	23705	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q593	101828951	Chp2	FALSE	TRUE	CHP2	O43745	63928		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q5A9	101831802	LOC101831802	FALSE	TRUE	LOC101831802				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5B1	101834673	LOC101834673	FALSE	TRUE	LOC101834673				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5B4	101843205	Cspg4	FALSE	TRUE	CSPG4	Q6UVK1	1464	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7Q5B5	101823769	LOC101823769	FALSE	TRUE	LOC101823769				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5B7	101826672	LOC101826672	FALSE	TRUE	LOC101826672				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5B9	101830918	LOC101830918	FALSE	TRUE	LOC101830918				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5C1	101837207	LOC101837207	FALSE	TRUE	LOC101837207				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5C2	101829965	Stoml1	FALSE	TRUE	STOML1	Q9UBI4	9399		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q5C3	101839878	LOC101839878	FALSE	TRUE	LOC101839878				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5C4	101833583	Neo1	FALSE	TRUE	NEO1	Q92859	4756	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q5C5	101842029	LOC101842029	FALSE	TRUE	LOC101842029				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5C7	101843645	LOC101843645	FALSE	TRUE	LOC101843645				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5C9	101824750	LOC101824750	FALSE	TRUE	LOC101824750				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5D2	101829160	Pcdh10	FALSE	TRUE	PCDH10	Q9P2E7	57575		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q5G4	101838210	Arhgdia	FALSE	TRUE	ARHGDIA				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5H1	101829572	LOC101829572	FALSE	TRUE	LOC101829572				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5H4	101830920	LOC101830920	FALSE	TRUE	LOC101830920				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5H5	101843935	Baiap2	FALSE	TRUE	BAIAP2	Q9UQB8	10458		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q5H7	101832242	LOC101832242	FALSE	TRUE	LOC101832242				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5H9	101833807	LOC101833807	FALSE	TRUE	LOC101833807				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5J9	101837634	LOC101837634	FALSE	TRUE	LOC101837634				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5K5	101843528	LOC101843528	FALSE	TRUE	LOC101843528				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5L2	101835115	Syt13	FALSE	TRUE	SYT13	Q7L8C5	57586		FALSE	TRUE	FALSE	TRUE	1	2
A0A1U7Q5M0	101840490	Ptprcap	FALSE	TRUE	PTPRCAP	Q14761	5790		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q5M4	101841672	Arfgap2	FALSE	TRUE	ARFGAP2	Q8N6H7	84364		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q5M8	101832708	Kcnj2	FALSE	TRUE	KCNJ2	P63252	3759		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q5M9	101833292	Adam12	FALSE	TRUE	ADAM12	O43184	8038	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7Q5N4	101835841	Rgs9	FALSE	TRUE	RGS9	O75916	8787		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7Q5N6	101828593	LOC101828593	FALSE	TRUE	LOC101828593				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5N7	101838313	Cacng1	FALSE	TRUE	CACNG1	Q06432	786		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q5N9	101830739	LOC101830739	FALSE	TRUE	LOC101830739				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5P2	101832321	LOC101832321	FALSE	TRUE	LOC101832321				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5P4	101829475	Umod	FALSE	TRUE	UMOD	P07911	7369		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7Q5P5	101833892	LOC101833892	FALSE	TRUE	LOC101833892				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5P6	101843129	Cd79b	FALSE	TRUE	CD79B	P40259	974	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7Q5P8	101835722	LOC101835722	FALSE	TRUE	LOC101835722				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5Q2	101837024	LOC101837024	FALSE	TRUE	LOC101837024				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5Q5		LOC101839428	FALSE	TRUE	LOC101839428				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7Q5Q7	101830954	Nsf	FALSE	TRUE	NSF	P46459	4905		FALSE	FALSE	FALSE	TRUE	0	2
