Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
Tmed10	A0A1U7Q2H9	101832157	FALSE	TRUE	TMED10	P49755	10972		FALSE	FALSE	FALSE	TRUE	0	2
LOC101837901	A0A1U7Q2K8	101837901	FALSE	TRUE	LOC101837901				FALSE	FALSE	FALSE	FALSE	0	1
LOC101841395	A0A1U7Q2K9	101841395	FALSE	TRUE	LOC101841395				FALSE	FALSE	FALSE	FALSE	0	1
LOC101844329	A0A1U7Q2L0	101844329	FALSE	TRUE	LOC101844329				FALSE	FALSE	FALSE	FALSE	0	1
Cnnm2	A0A1U7Q2N3;A0A1U7Q5S0	101823503	FALSE	TRUE	CNNM2	Q9H8M5	54805	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Kcnip2	A0A1U7Q2N5;A0A1U8C002;A0A3Q0D1Y5;A0A3Q0D6K5	101828231	FALSE	TRUE	KCNIP2	Q9NS61	30819		FALSE	FALSE	FALSE	TRUE	0	2
Cnnm1	A0A1U7Q2P3;A0A1U7Q5U7	101840491	FALSE	TRUE	CNNM1	Q9NRU3	26507		FALSE	FALSE	FALSE	TRUE	0	2
Zfyve27	A0A1U7Q2P5;A0A1U8BP97;A0A1U8BPM5;A0A1U8BSR6	101844431	FALSE	TRUE	ZFYVE27	Q5T4F4	118813		TRUE	FALSE	FALSE	TRUE	1	2
Opalin	A0A1U7Q2P8;A0A1U8C2S1;A0A3Q0CHB1	101827451	FALSE	TRUE	OPALIN	Q96PE5	93377		TRUE	FALSE	FALSE	TRUE	1	2
Slc35g1	A0A1U7Q2Q0	101833457	FALSE	TRUE	SLC35G1	Q2M3R5	159371		FALSE	FALSE	FALSE	TRUE	0	2
Plgrkt	A0A1U7Q2Q9	101830911	FALSE	TRUE	PLGRKT	Q9HBL7	55848		FALSE	FALSE	FALSE	TRUE	0	2
Kank1	A0A1U7Q2R3	101836406	FALSE	TRUE	KANK1	Q14678	23189		FALSE	FALSE	FALSE	TRUE	0	2
Apba1	A0A1U7Q2R4;A0A1U8C7C0;A0A3Q0CJX4	101838273	FALSE	TRUE	APBA1	Q02410	320		FALSE	TRUE	FALSE	TRUE	1	2
LOC101827276	A0A1U7Q2S0	101827276	FALSE	TRUE	LOC101827276				FALSE	FALSE	FALSE	FALSE	0	1
LOC101828848	A0A1U7Q2S1	101828848	FALSE	TRUE	LOC101828848				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832835	A0A1U7Q2S3	101832835	FALSE	TRUE	LOC101832835				FALSE	FALSE	FALSE	FALSE	0	1
LOC101834138	A0A1U7Q2S4	101834138	FALSE	TRUE	LOC101834138				FALSE	FALSE	FALSE	FALSE	0	1
Men1	A0A1U7Q2U1;A0A1U7Q688	101842388	FALSE	TRUE	MEN1	O00255	4221		FALSE	FALSE	FALSE	TRUE	0	2
Cst6	A0A1U7Q2V1	101837203	FALSE	TRUE	CST6	Q15828	1474		FALSE	FALSE	FALSE	TRUE	0	2
Sptbn2	A0A1U7Q2V5;A0A1U8BIF5	101822353	FALSE	TRUE	SPTBN2	O15020	6712		FALSE	FALSE	FALSE	TRUE	0	2
Ankrd13d	A0A1U7Q2V7;A0A3Q0CPQ5;A0A3Q0CPR3	101826140	FALSE	TRUE	ANKRD13D	Q6ZTN6	338692		FALSE	FALSE	FALSE	TRUE	0	2
Ppp1ca	A0A1U7Q2V8	101827540	FALSE	TRUE	PPP1CA	P62136	5499		FALSE	FALSE	FALSE	TRUE	0	2
Ppp6r3	A0A1U7Q2W2;A0A1U7Q507;A0A1U7Q6F9;A0A1U8BMW1;A0A1U8BRJ5;A0A1U8BYS5;A0A1U8BZG6;A0A1U8BZI6;A0A3Q0CQA2;A0A3Q0CQC3;A0A3Q0CQM4;A0A3Q0CQM9	101834506	FALSE	TRUE	PPP6R3	Q5H9R7	55291		FALSE	FALSE	FALSE	TRUE	0	2
Cttn	A0A1U7Q2W5;A0A1U7Q513;A0A1U8BTT8;A0A3Q0CQP4;A0A3Q0CSI2	101840217	FALSE	TRUE	CTTN	Q14247	2017		FALSE	FALSE	FALSE	TRUE	0	2
Kcnq1	A0A1U7Q2W7	101844599	FALSE	TRUE	KCNQ1	P51787	3784		FALSE	FALSE	FALSE	TRUE	0	2
LOC101843984	A0A1U7Q2X9	101843984	FALSE	TRUE	LOC101843984				FALSE	FALSE	FALSE	FALSE	0	1
Sprn	A0A1U7Q2Y0	101822974	FALSE	TRUE	SPRN	Q5BIV9	503542		TRUE	FALSE	FALSE	TRUE	1	2
Caly	A0A1U7Q2Y1	101824646	FALSE	TRUE	CALY	Q9NYX4	50632		TRUE	FALSE	FALSE	TRUE	1	2
Tbc1d10b	A0A1U7Q2Z7	101832239	FALSE	TRUE	TBC1D10B	Q4KMP7	26000		FALSE	FALSE	FALSE	TRUE	0	2
Cacng3	A0A1U7Q308;A0A1U8C069	101828143	FALSE	TRUE	CACNG3	O60359	10368		TRUE	FALSE	FALSE	TRUE	1	2
CUNH16orf52	A0A1U7Q310	101833888	FALSE	TRUE	CUNH16ORF52				FALSE	FALSE	FALSE	FALSE	0	1
Thbs1	A0A1U7Q315;A0A1U8CQW7	101827006	TRUE	TRUE	THBS1	P07996	7057	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	2
LOC101831006	A0A1U7Q316	101831006	FALSE	TRUE	LOC101831006				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833364	A0A1U7Q317	101833364	FALSE	TRUE	LOC101833364				FALSE	FALSE	FALSE	FALSE	0	1
LOC101825880	A0A1U7Q320	101825880	FALSE	TRUE	LOC101825880				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830388	A0A1U7Q321	101830388	FALSE	TRUE	LOC101830388				FALSE	FALSE	FALSE	FALSE	0	1
LOC101836941	A0A1U7Q322	101836941	FALSE	TRUE	LOC101836941				FALSE	FALSE	FALSE	FALSE	0	1
LOC101839616	A0A1U7Q323	101839616	FALSE	TRUE	LOC101839616				FALSE	FALSE	FALSE	FALSE	0	1
LOC101841761	A0A1U7Q324	101841761	FALSE	TRUE	LOC101841761				FALSE	FALSE	FALSE	FALSE	0	1
LOC101823695	A0A1U7Q326	101823695	FALSE	TRUE	LOC101823695				FALSE	FALSE	FALSE	FALSE	0	1
LOC101837645	A0A1U7Q329		FALSE	TRUE	LOC101837645				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830652	A0A1U7Q348	101830652	FALSE	TRUE	LOC101830652				FALSE	FALSE	FALSE	FALSE	0	1
LOC101831986	A0A1U7Q349	101831986	FALSE	TRUE	LOC101831986				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833557	A0A1U7Q350	101833557	FALSE	TRUE	LOC101833557				FALSE	FALSE	FALSE	FALSE	0	1
Lin7c	A0A1U7Q352	101837108	FALSE	TRUE	LIN7C	Q9NUP9	55327		FALSE	FALSE	FALSE	TRUE	0	2
Ttc17	A0A1U7Q363;A0A1U8CBW1	101832840	FALSE	TRUE	TTC17	Q96AE7	55761	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
Arfgap2	A0A1U7Q368;A0A1U7Q5M4;A0A1U8CBH7;A0A3Q0CZC9	101841672	FALSE	TRUE	ARFGAP2	Q8N6H7	84364		FALSE	FALSE	FALSE	TRUE	0	2
LOC101828326	A0A1U7Q372;A0A1U8CBY2	101828326	FALSE	TRUE	LOC101828326				FALSE	FALSE	FALSE	FALSE	0	1
LOC101829931	A0A1U7Q373	101829931	FALSE	TRUE	LOC101829931				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832064	A0A1U7Q374	101832064	FALSE	TRUE	LOC101832064				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833639	A0A1U7Q375	101833639	FALSE	TRUE	LOC101833639				FALSE	FALSE	FALSE	FALSE	0	1
LOC101835206	A0A1U7Q376	101835206	FALSE	TRUE	LOC101835206				FALSE	FALSE	FALSE	FALSE	0	1
LOC101836766	A0A1U7Q377	101836766	FALSE	TRUE	LOC101836766				FALSE	FALSE	FALSE	FALSE	0	1
LOC101838900	A0A1U7Q378;A0A1U8CI99	101838900	FALSE	TRUE	LOC101838900				FALSE	FALSE	FALSE	FALSE	0	1
LOC101841038	A0A1U7Q379	101841038	FALSE	TRUE	LOC101841038				FALSE	FALSE	FALSE	FALSE	0	1
LOC101842395	A0A1U7Q380	101842395	FALSE	TRUE	LOC101842395				FALSE	FALSE	FALSE	FALSE	0	1
LOC101843725	A0A1U7Q381		FALSE	TRUE	LOC101843725				FALSE	FALSE	FALSE	FALSE	0	1
LOC101822709	A0A1U7Q382	101822709	FALSE	TRUE	LOC101822709				FALSE	FALSE	FALSE	FALSE	0	1
LOC101824312	A0A1U7Q383		FALSE	TRUE	LOC101824312				FALSE	FALSE	FALSE	FALSE	0	1
LOC101825883	A0A1U7Q385	101825883	FALSE	TRUE	LOC101825883				FALSE	FALSE	FALSE	FALSE	0	1
LOC101827724	A0A1U7Q387	101827724	FALSE	TRUE	LOC101827724				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830393	A0A1U7Q388	101830393	FALSE	TRUE	LOC101830393				FALSE	FALSE	FALSE	FALSE	0	1
LOC101831987	A0A1U7Q389	101831987	FALSE	TRUE	LOC101831987				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833300	A0A1U7Q390	101833300	FALSE	TRUE	LOC101833300				FALSE	FALSE	FALSE	FALSE	0	1
LOC101835116	A0A1U7Q391	101835116	FALSE	TRUE	LOC101835116				FALSE	FALSE	FALSE	FALSE	0	1
LOC101836668	A0A1U7Q392	101836668	FALSE	TRUE	LOC101836668				FALSE	FALSE	FALSE	FALSE	0	1
LOC101838015	A0A1U7Q393	101838015	FALSE	TRUE	LOC101838015				FALSE	FALSE	FALSE	FALSE	0	1
LOC101839619	A0A1U7Q394	101839619	FALSE	TRUE	LOC101839619				FALSE	FALSE	FALSE	FALSE	0	1
LOC101840975	A0A1U7Q395	101840975	FALSE	TRUE	LOC101840975				FALSE	FALSE	FALSE	FALSE	0	1
P2rx3	A0A1U7Q396	101842305	FALSE	TRUE	P2RX3	P56373	5024		TRUE	FALSE	FALSE	TRUE	1	2
Scn3a	A0A1U7Q3B0;A0A3Q0D5Z5	101824388	FALSE	TRUE	SCN3A	Q9NY46	6328		TRUE	FALSE	FALSE	TRUE	1	2
Adrb2	A0A1U7Q3C3	101836719	FALSE	TRUE	ADRB2	P07550	154	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Rit2	A0A1U7Q3C6	101823514	FALSE	TRUE	RIT2	Q99578	6014		FALSE	FALSE	FALSE	TRUE	0	2
Dsc1	A0A1U7Q3D0;A0A1U7Q7S5;A0A1U7QG65;A0A1U8CL21	101831810	FALSE	TRUE	DSC1	Q08554	1823		TRUE	TRUE	FALSE	TRUE	2	2
Slc6a18	A0A1U7Q3E1;A0A1U7Q680	101831631	FALSE	TRUE	SLC6A18	Q96N87	348932		TRUE	FALSE	FALSE	TRUE	1	2
Lysmd3	A0A1U7Q3E9	101837566	FALSE	TRUE	LYSMD3	Q7Z3D4	116068		TRUE	FALSE	FALSE	TRUE	1	2
Snx18	A0A1U7Q3F0	101840506	FALSE	TRUE	SNX18	Q96RF0	112574		FALSE	FALSE	FALSE	TRUE	0	2
Pde4d	A0A1U7Q3F4;A0A1U7Q6C0;A0A1U7Q7Z9;A0A1U7QDZ1;A0A1U7QDZ6;A0A1U7QGI1;A0A1U7QGI4;A0A1U8CQJ5	101823873	FALSE	TRUE	PDE4D	Q08499	5144		FALSE	FALSE	FALSE	TRUE	0	2
Nln	A0A1U7Q3G0	101832071	FALSE	TRUE	NLN	Q9BYT8	57486		FALSE	FALSE	FALSE	TRUE	0	2
Reps1	A0A1U7Q3J4;A0A1U7Q6N5;A0A1U7Q8B6;A0A1U7QH05;A0A1U8BDX7;A0A1U8BHL0	101836172	FALSE	TRUE	REPS1	Q96D71	85021		FALSE	FALSE	FALSE	TRUE	0	2
Utrn	A0A1U7Q3J7;A0A1U8CTC8;A0A1U8CTF0;A0A1U8D555;A0A3Q0CCU4;A0A3Q0CHG6;A0A3Q0CI49	101842481	FALSE	TRUE	UTRN	P46939	7402		FALSE	FALSE	FALSE	TRUE	0	2
Iqsec3	A0A1U7Q3L3;A0A1U8BEH2;A0A3Q0CIS5;A0A3Q0CKC5	101826942	FALSE	TRUE	IQSEC3	Q9UPP2	440073		FALSE	FALSE	FALSE	TRUE	0	2
Ret	A0A1U7Q3L7	101835994	FALSE	TRUE	RET	P07949	5979	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Cdh17	A0A1U7Q3N3	101841316	TRUE	TRUE	CDH17	Q12864	1015	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
Pnisr	A0A1U7Q3P1;A0A3Q0CHZ4;A0A3Q0CIB7	101828343	FALSE	TRUE	PNISR	Q8TF01	25957		FALSE	FALSE	FALSE	TRUE	0	2
Nrn1	A0A1U7Q3R0	101829950	FALSE	TRUE	NRN1	Q9NPD7	51299		TRUE	FALSE	FALSE	TRUE	1	2
Carmil1	A0A1U7Q3R8;A0A1U7Q794;A0A1U7Q8Y1;A0A1U8BS56;A0A3Q0CE67;A0A3Q0CE69;A0A3Q0CJK1;A0A3Q0CL69;A0A3Q0CL74	101822447	FALSE	TRUE	CARMIL1	Q5VZK9	55604		FALSE	FALSE	FALSE	TRUE	0	2
Slc17a3	A0A1U7Q3R9;A0A1U8BIR6	101825114	FALSE	TRUE	SLC17A3	O00476	10786		FALSE	FALSE	FALSE	TRUE	0	2
Bag4	A0A1U7Q3T4;A0A1U8BJB6	101843735	FALSE	TRUE	BAG4	O95429	9530		FALSE	FALSE	FALSE	TRUE	0	2
Chrna6	A0A1U7Q3T7;A0A1U7Q929	101825809	FALSE	TRUE	CHRNA6	Q15825	8973		TRUE	FALSE	FALSE	TRUE	1	2
Fat1	A0A1U7Q3U5;A0A1U8BRS2;A0A3Q0CEJ2;A0A3Q0CJD7	101842219	FALSE	TRUE	FAT1	Q14517	2195	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
CUNH8orf46	A0A1U7Q3V7	101828615	FALSE	TRUE	CUNH8ORF46				FALSE	FALSE	FALSE	FALSE	0	1
Slco5a1	A0A1U7Q3V9	101832079	FALSE	TRUE	SLCO5A1	Q9H2Y9	81796		TRUE	FALSE	FALSE	TRUE	1	2
Tmem55a	A0A1U7Q3W8	101826945	FALSE	TRUE	TMEM55A				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833473	A0A1U7Q3X5	101833473	FALSE	TRUE	LOC101833473				FALSE	FALSE	FALSE	FALSE	0	1
Myh9	A0A1U7Q3X8	101844355	FALSE	TRUE	MYH9	P35579	4627	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
Ncf4	A0A1U7Q3X9	101823353	FALSE	TRUE	NCF4	Q15080	4689		FALSE	FALSE	FALSE	TRUE	0	2
Arsa	A0A1U7Q402	101839260	FALSE	TRUE	ARSA				FALSE	FALSE	FALSE	FALSE	0	1
Slc2a13	A0A1U7Q404	101843026	FALSE	TRUE	SLC2A13	Q96QE2	114134	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
Rapgef3	A0A1U7Q409;A0A1U8BGQ0;A0A1U8BHG8;A0A1U8BKJ0;A0A1U8BT12;A0A1U8BTS6	101828520	FALSE	TRUE	RAPGEF3	O95398	10411		FALSE	FALSE	FALSE	TRUE	0	2
Lmbr1l	A0A1U7Q414	101840786	FALSE	TRUE	LMBR1L	Q6UX01	55716		TRUE	FALSE	FALSE	TRUE	1	2
Aqp2	A0A1U7Q416;A0A1U8BH61	101822818	FALSE	TRUE	AQP2	P41181	359		TRUE	FALSE	FALSE	TRUE	1	2
LOC101844529	A0A1U7Q440	101844529	FALSE	TRUE	LOC101844529				FALSE	FALSE	FALSE	FALSE	0	1
LOC101823528	A0A1U7Q441;A0A1U8BU14	101823528	FALSE	TRUE	LOC101823528				FALSE	FALSE	FALSE	FALSE	0	1
LOC101825121	A0A1U7Q442	101825121	FALSE	TRUE	LOC101825121				FALSE	FALSE	FALSE	FALSE	0	1
Scimp	A0A1U7Q447	101836182	FALSE	TRUE	SCIMP	Q6UWF3	388325		FALSE	FALSE	FALSE	TRUE	0	2
LOC101844629	A0A1U7Q451;A0A3Q0CKY7	101844629	FALSE	TRUE	LOC101844629				FALSE	FALSE	FALSE	FALSE	0	1
Atp1b2	A0A1U7Q457	101833660	TRUE	TRUE	ATP1B2	P14415	482	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
Gucy2d	A0A1U7Q460	101837853	FALSE	TRUE	GUCY2D	Q02846	3000		FALSE	FALSE	FALSE	TRUE	0	2
LOC101832612	A0A1U7Q481	101832612	FALSE	TRUE	LOC101832612				FALSE	FALSE	FALSE	FALSE	0	1
Gria1	A0A1U7Q483;A0A1U7Q8M9	101836867	TRUE	TRUE	GRIA1	P42261	2890		TRUE	TRUE	TRUE	TRUE	4	2
P2rx5	A0A1U7Q492	101833138	FALSE	TRUE	P2RX5	Q93086	5026		FALSE	FALSE	FALSE	TRUE	0	2
LOC101834347	A0A1U7Q497	101834347	FALSE	TRUE	LOC101834347				FALSE	FALSE	FALSE	FALSE	0	1
Ythdc1	A0A1U7Q4C8;A0A1U7Q909;A0A1U7QIG2;A0A1U8BMT2	101823001	FALSE	TRUE	YTHDC1	Q96MU7	91746		FALSE	FALSE	FALSE	TRUE	0	2
Epha5	A0A1U7Q4D0;A0A1U7Q912;A0A1U7QAU4;A0A1U7QIG7;A0A1U7QKV8;A0A1U8BJ29;A0A1U8BJZ4	101824412	FALSE	TRUE	EPHA5	P54756	2044	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
LOC101843668	A0A1U7Q4D5	101843668	FALSE	TRUE	LOC101843668				FALSE	FALSE	FALSE	FALSE	0	1
CUNH9orf135	A0A1U7Q4E4	101830818	FALSE	TRUE	CUNH9ORF135				FALSE	FALSE	FALSE	FALSE	0	1
LOC101822791	A0A1U7Q4F1	101822791	FALSE	TRUE	LOC101822791				FALSE	FALSE	FALSE	FALSE	0	1
Eif5	A0A1U7Q4F4	101830054	FALSE	TRUE	EIF5	P55010	1983		FALSE	FALSE	FALSE	TRUE	0	2
Bdkrb2	A0A1U7Q4G2	101837939	FALSE	TRUE	BDKRB2	P30411	624		TRUE	FALSE	FALSE	TRUE	1	2
Itpk1	A0A1U7Q4H0;A0A1U8BKJ8	101823265	FALSE	TRUE	ITPK1	Q13572	3705		FALSE	FALSE	FALSE	TRUE	0	2
Slc24a4	A0A1U7Q4H2;A0A1U7QB18	101824518	FALSE	TRUE	SLC24A4	Q8NFF2	123041		TRUE	FALSE	FALSE	TRUE	1	2
Adrb1	A0A1U7Q4H7		FALSE	TRUE	ADRB1	P08588	153		TRUE	FALSE	FALSE	TRUE	1	2
Duoxa1	A0A1U7Q4K2	101843845	FALSE	TRUE	DUOXA1	Q1HG43	90527		TRUE	FALSE	FALSE	TRUE	1	2
Sema6d	A0A1U7Q4K6;A0A1U7Q9D7;A0A1U7QB89;A0A1U7QJ11;A0A1U8BJZ1	101823980	FALSE	TRUE	SEMA6D	Q8NFY4	80031		TRUE	FALSE	TRUE	TRUE	2	2
Mal	A0A1U7Q4L5	101834443	FALSE	TRUE	MAL	P21145	4118		FALSE	FALSE	FALSE	TRUE	0	2
Blnk	A0A1U7Q4M3	101827713	FALSE	TRUE	BLNK	Q8WV28	29760		FALSE	FALSE	FALSE	TRUE	0	2
Prnp	A0A1U7Q4N0	101829062	TRUE	TRUE	PRNP	F7VJQ1;P04156	5621	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
Kcnv2	A0A1U7Q4P9	101834769	FALSE	TRUE	KCNV2	Q8TDN2	169522		TRUE	FALSE	FALSE	TRUE	1	2
LOC101827797	A0A1U7Q4R5	101827797	FALSE	TRUE	LOC101827797				FALSE	FALSE	FALSE	FALSE	0	1
Otop1	A0A1U7Q4R6	101833834	FALSE	TRUE	OTOP1	Q7RTM1	133060		TRUE	FALSE	FALSE	TRUE	1	2
LOC101829651	A0A1U7Q4R7	101829651	FALSE	TRUE	LOC101829651				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833099	A0A1U7Q4S1	101833099	FALSE	TRUE	LOC101833099				FALSE	FALSE	FALSE	FALSE	0	1
Ms4a1	A0A1U7Q4S5;A0A3Q0CN44	101836488	TRUE	TRUE	MS4A1	P11836	931	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
Adra2c	A0A1U7Q4S6	101842237	FALSE	TRUE	ADRA2C	P18825	152	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Fgfr3	A0A1U7Q4T4;A0A1U7QBQ7;A0A1U7QLZ9;A0A1U8BLA0;A0A1U8BP55;A0A1U8BXD8	101826351	FALSE	TRUE	FGFR3	P22607	2261	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
Chrm1	A0A1U7Q4U1	101828505	FALSE	TRUE	CHRM1	P11229	1128		TRUE	FALSE	FALSE	TRUE	1	2
Ehd1	A0A1U7Q4W1	101843536	FALSE	TRUE	EHD1	Q9H4M9	10938		FALSE	TRUE	FALSE	TRUE	1	2
Ano1	A0A1U7Q511;A0A3Q0CK28;A0A3Q0CQV9;A0A3Q0CSE2	101838895	FALSE	TRUE	ANO1	Q5XXA6	55107		TRUE	FALSE	FALSE	TRUE	1	2
LOC101830682	A0A1U7Q520;A0A1U8BX94;A0A3Q0CNT0	101830682	FALSE	TRUE	LOC101830682				FALSE	FALSE	FALSE	FALSE	0	1
Tspan4	A0A1U7Q527;A0A3Q0CRK7	101833885	FALSE	TRUE	TSPAN4	O14817	7106	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
LOC101825730	A0A1U7Q530	101825730	FALSE	TRUE	LOC101825730				FALSE	FALSE	FALSE	FALSE	0	1
Hras	A0A1U7Q533;A0A3Q0CLQ6	101838968	FALSE	TRUE	HRAS	P01112	3265		FALSE	FALSE	FALSE	TRUE	0	2
LOC101844240	A0A1U7Q536	101844240	FALSE	TRUE	LOC101844240				FALSE	FALSE	FALSE	FALSE	0	1
Panx3	A0A1U7Q549	101827837	FALSE	TRUE	PANX3	Q96QZ0	116337		FALSE	FALSE	FALSE	TRUE	0	2
LOC101829964	A0A1U7Q551	101829964	FALSE	TRUE	LOC101829964				FALSE	FALSE	FALSE	FALSE	0	1
LOC101831838	A0A1U7Q553	101831838	FALSE	TRUE	LOC101831838				FALSE	FALSE	FALSE	FALSE	0	1
LOC101833321	A0A1U7Q555	101833321	FALSE	TRUE	LOC101833321				FALSE	FALSE	FALSE	FALSE	0	1
LOC101835311	A0A1U7Q557	101835311	FALSE	TRUE	LOC101835311				FALSE	FALSE	FALSE	FALSE	0	1
LOC101837138	A0A1U7Q559	101837138	FALSE	TRUE	LOC101837138				FALSE	FALSE	FALSE	FALSE	0	1
LOC101839012	A0A1U7Q561	101839012	FALSE	TRUE	LOC101839012				FALSE	FALSE	FALSE	FALSE	0	1
Itgam	A0A1U7Q562;A0A1U8CAC9;A0A3Q0CU57	101843173	TRUE	TRUE	ITGAM	P11215	3684	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
LOC101840356	A0A1U7Q563	101840356	FALSE	TRUE	LOC101840356				FALSE	FALSE	FALSE	FALSE	0	1
LOC101841704	A0A1U7Q565	101841704	FALSE	TRUE	LOC101841704				FALSE	FALSE	FALSE	FALSE	0	1
Crtam	A0A1U7Q569	101823009	FALSE	TRUE	CRTAM	O95727	56253		TRUE	FALSE	FALSE	TRUE	1	2
Itgal	A0A1U7Q573	101830558	TRUE	TRUE	ITGAL	P20701	3683	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
C2cd2l	A0A1U7Q574;A0A1U7QAB8	101828631	FALSE	TRUE	C2CD2L	O14523	9854		FALSE	FALSE	FALSE	TRUE	0	2
Sidt2	A0A1U7Q588;A0A1U7QCL4;A0A1U8BMI5;A0A1U8BYM5	101839994	FALSE	TRUE	SIDT2	Q8NBJ9	51092	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Cadm1	A0A1U7Q590;A0A1U7Q592;A0A1U7QAE8;A0A1U7QCM3;A0A1U7QKM1;A0A1U7QN22	101842864	FALSE	TRUE	CADM1	Q9BY67	23705	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Chp2	A0A1U7Q593;A0A3Q0CVZ6	101828951	FALSE	TRUE	CHP2	O43745	63928		FALSE	FALSE	FALSE	TRUE	0	2
LOC101831802	A0A1U7Q5A9	101831802	FALSE	TRUE	LOC101831802				FALSE	FALSE	FALSE	FALSE	0	1
LOC101834673	A0A1U7Q5B1	101834673	FALSE	TRUE	LOC101834673				FALSE	FALSE	FALSE	FALSE	0	1
Cspg4	A0A1U7Q5B4	101843205	FALSE	TRUE	CSPG4	Q6UVK1	1464	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
LOC101823769	A0A1U7Q5B5	101823769	FALSE	TRUE	LOC101823769				FALSE	FALSE	FALSE	FALSE	0	1
LOC101826672	A0A1U7Q5B7	101826672	FALSE	TRUE	LOC101826672				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830918	A0A1U7Q5B9	101830918	FALSE	TRUE	LOC101830918				FALSE	FALSE	FALSE	FALSE	0	1
LOC101837207	A0A1U7Q5C1	101837207	FALSE	TRUE	LOC101837207				FALSE	FALSE	FALSE	FALSE	0	1
Stoml1	A0A1U7Q5C2;A0A1U7QCT9	101829965	FALSE	TRUE	STOML1	Q9UBI4	9399		FALSE	FALSE	FALSE	TRUE	0	2
